Timestamp,FirstLanguage,MainLanguage,NowLanguage,NowLanguages2,AdditionalLanguages1,NextLanguage,PetProjectsLanguages,Learn,LearnLanguage,LearnWay,ExperienceInProgrammingYears,ExperienceInLanguageYears,AgeYears,InUA,InPrev
1/9/2020 10:49:44,Pascal/Delphi,Так,PHP,,"JavaScript, Unix Shell",PHP,"JavaScript, PHP",Ні,,Онлайн-курси,3,3,24,Так,Не пам'ятаю
1/9/2020 10:50:10,Python,Так,Python,,Python,Python,Python,Ні,Python,Книги та документацію,2,2,32,Так,Ні
1/9/2020 10:50:41,JavaScript,Так,C#,,"JavaScript, TypeScript",C#,"JavaScript, C#, TypeScript",Так,Python,Книги та документацію,5,4,31,Так,Так
1/9/2020 10:50:53,C++,Так,C++,,"C#, C",C++,"C#, C++, C",Ні,C,Книги та документацію,1,1,18,Так,Ні
1/9/2020 10:51:09,Basic,Ні,,"JavaScript, C#, Python, TypeScript","Scala, R",C#,,Так,Rust,Книги та документацію,3,3,22,Так,Так
1/9/2020 10:51:22,Basic,Ні,,"Java, Python","JavaScript, T-SQL, R",Java,Python,Так,Go,Книги та документацію,4,3,33,Так,Ні
1/9/2020 10:53:03,Pascal/Delphi,Так,C,,"Python, C++",Python,"Python, C",Так,Python,Книги та документацію,2,2,26,Так,Так
1/9/2020 10:53:03,Python,Так,Python,,PHP,Python,,Так,JavaScript,Книги та документацію,,,,,
1/9/2020 10:53:15,Pascal/Delphi,Так,JavaScript,,"JavaScript, Unix Shell, TypeScript",TypeScript,"JavaScript, TypeScript, Rust",Так,C,Книги та документацію,10,6,28,Так,Не пам'ятаю
1/9/2020 10:53:30,C++,Так,JavaScript,,,JavaScript,,Так,Python,Онлайн-курси,2,2,24,Так,Ні
1/9/2020 10:54:10,C,Так,JavaScript,,"Python, TypeScript",Java,Java,Так,Java,Книги та документацію,0,1,19,Так,Ні
1/9/2020 10:54:24,JavaScript,Так,JavaScript,,"JavaScript, TypeScript, C#, PL-SQL",C#,C#,Ні,,Книги та документацію,1,2,19,Так,Ні
1/9/2020 10:55:21,Java,Так,Java,,"JavaScript, TypeScript",Java,"Java, TypeScript",Ні,,Книги та документацію,6,6,34,Так,Ні
1/9/2020 10:56:10,Ruby,Так,Ruby,,JavaScript,Ruby,Ruby,Ні,,Онлайн-курси,3,2,29,Так,Так
1/9/2020 10:56:14,Pascal/Delphi,Так,Python,,,Python,,,,,,,,,
1/9/2020 10:58:28,PHP,Так,Ruby,,JavaScript,Ruby,"JavaScript, Ruby",Ні,,Офлайн-курси,8,6,29,Так,Ні
1/9/2020 10:58:54,Pascal/Delphi,Так,C#,,"JavaScript, Unix Shell, TypeScript",C#,"JavaScript, C#, C++, C, T-SQL",Ні,,Книги та документацію,2,4,22,Так,Ні
1/9/2020 10:58:59,C++,Так,Python,,,Python,,Так,Scala,Онлайн-курси,4,2,35,Так,Не пам'ятаю
1/9/2020 10:59:38,Java,Ні,,"Java, Python",,Java,Java,Так,JavaScript,Книги та документацію,2,2,39,Так,Не пам'ятаю
1/9/2020 11:00:00,Pascal/Delphi,Так,PHP,,"JavaScript, PHP",PHP,"JavaScript, C#, PHP",Так,PHP,Книги та документацію,0,0,21,Так,Ні
1/9/2020 11:00:50,С#,Так,C#,,,C#,C#,Ні,,Онлайн-курси,7,7,28,Так,Не пам'ятаю
1/9/2020 11:01:01,Java,Так,Java,,JavaScript,Java,,Так,C++,Онлайн-курси,1,3,21,Так,Ні
1/9/2020 11:01:15,1C,Так,1C,,,1C,"Python, 1C",Так,Python,Онлайн-курси,12,11,34,Так,Так
1/9/2020 11:01:25,Pascal/Delphi,Так,C#,,"Python, Java",C#,C#,Так,C++,Офлайн-курси,0,3,15,Так,Ні
1/9/2020 11:01:27,C++,Так,C#,,Java,Java,,Ні,,Онлайн-курси,2,1,28,Так,Так
1/9/2020 11:01:28,C,Так,C++,,Python,Python,Python,Так,Java,Книги та документацію,1,1,23,Так,Ні
1/9/2020 11:02:44,Ruby,Так,Ruby,,JavaScript,Python,,Так,Python,Книги та документацію,2,2,24,Так,Ні
1/9/2020 11:03:05,C,Так,Ruby,,,Ruby,"JavaScript, PHP, Ruby",Ні,,Книги та документацію,1,1,20,Так,Ні
1/9/2020 11:04:03,Java,Так,Java,,Kotlin,Python,Java,Так,Python,Онлайн-курси,5,3,29,Так,Так
1/9/2020 11:05:26,Pascal/Delphi,Так,Java,,"JavaScript, Unix Shell, PL-SQL",Kotlin,JavaScript,Так,JavaScript,Книги та документацію,7,7,29,Так,Ні
1/9/2020 11:06:04,PHP,Так,JavaScript,,PHP,JavaScript,JavaScript,Так,TypeScript,Книги та документацію,1,1,22,Так,Ні
1/9/2020 11:06:18,Pascal/Delphi,Так,T-SQL,,"JavaScript, C#",C#,"JavaScript, C#, Pascal/Delphi, T-SQL, Basic",Так,Python,Книги та документацію,12,7,35,Так,Не пам'ятаю
1/9/2020 11:07:05,Pascal/Delphi,Так,Kotlin,,"JavaScript, Java",Kotlin,"Java, Kotlin",Так,Dart,Онлайн-курси,6,1,29,Ні,Ні
1/9/2020 11:07:28,Pascal/Delphi,Так,C++,,"Python, Unix Shell",C++,,Ні,,,11,11,32,Так,Ні
1/9/2020 11:08:05,C,Так,C,,"Java, C++, Ruby",PL-SQL,C,Так,C++,Онлайн-курси,1,0,11,Так,Не пам'ятаю
1/9/2020 11:08:37,Pascal/Delphi,Так,Python,,"JavaScript, Python",Python,"JavaScript, Python",Ні,,Онлайн-курси,1,1,21,Так,Ні
1/9/2020 11:08:40,Basic,Ні,,"JavaScript, PHP",T-SQL,PHP,PHP,Ні,,Книги та документацію,22,7,44,Так,Не пам'ятаю
1/9/2020 11:10:20,Java,Так,Kotlin,,Java,Kotlin,Kotlin,Ні,,Книги та документацію,1.5,0.5,21,Так,Ні
1/9/2020 11:10:30,Basic,Ні,,"C, Unix Shell, etc...","Unix shell",C,Python,Ні,,Книги та документацію,,,42,Так,Ні
1/9/2020 11:10:45,Pascal/Delphi,Так,Java,,C#,Java,Java,Ні,,Онлайн-курси,5,3,28,Так,Ні
1/9/2020 11:12:49,C,Так,PHP,,JavaScript,TypeScript,"JavaScript, PHP",Так,TypeScript,Книги та документацію,5,5,26,Так,Не пам'ятаю
1/9/2020 11:13:10,C++,Так,C++,,"Python, C, Objective-C",C++,"Python, C++, Objective-C",Так,Go,Книги та документацію,8,8,30,Так,Так
1/9/2020 11:13:14,C,Так,Python,,JavaScript,Python,,Ні,,Онлайн-курси,4,3,36,Так,Не пам'ятаю
1/9/2020 11:13:59,PHP,Так,PHP,,JavaScript,PHP,"Java, C#, C++, Ruby, Pascal/Delphi",Ні,,Книги та документацію,1,1,22,Так,Ні
1/9/2020 11:14:34,C++,Так,JavaScript,,PHP,JavaScript,JavaScript,Так,TypeScript,Книги та документацію,1,2,21,Так,Ні
1/9/2020 11:15:38,Python,Так,Dart,,Java,Dart,"Java, Dart",Так,Dart,Онлайн-курси,1,1,16,Так,Ні
1/9/2020 11:15:49,C++,Так,C#,,"JavaScript, TypeScript, T-SQL",C#,"JavaScript, C#, C++, TypeScript",Так,Rust,Онлайн-курси,4,4,24,Так,Не пам'ятаю
1/9/2020 11:15:58,Perl,Так,Java,,PHP,Java,Java,Так,Scala,Книги та документацію,7,3,32,Так,Ні
1/9/2020 11:16:13,Pascal/Delphi,Так,Java,,"Python, Unix Shell, T-SQL",Java,,Так,Python,Книги та документацію,3,4,24,Так,Так
1/9/2020 11:16:33,С#,Так,C#,,"JavaScript, TypeScript",C#,,Так,TypeScript,Книги та документацію,2,2,31,Так,Не пам'ятаю
1/9/2020 11:17:37,Basic,Так,JavaScript,,"Python, PHP, C#, Ruby, Vb",Python,"JavaScript, PHP, Python, Vba",Так,Ruby,Книги та документацію,40,5,56,Так,Ні
1/9/2020 11:18:05,С#,Так,JavaScript,,"JavaScript, Python, TypeScript",JavaScript,JavaScript,Ні,,Онлайн-курси,3,3,25,Так,Не пам'ятаю
1/9/2020 11:18:22,Pascal/Delphi,Так,Java,,,Java,,Ні,,Книги та документацію,15,15,35,Так,Не пам'ятаю
1/9/2020 11:20:16,Pascal/Delphi,Так,Python,,"Python, Unix Shell",Python,Python,Так,Go,Книги та документацію,18,2,40,Так,Так
1/9/2020 11:20:20,C++,Так,C++,,JavaScript,C++,C++,Так,PHP,Онлайн-курси,3,2,23,Так,Ні
1/9/2020 11:21:11,C++,Так,Kotlin,,"JavaScript, Java",Kotlin,,Так,Python,Онлайн-курси,8,1,28,Так,Так
1/9/2020 11:21:58,Pascal/Delphi,Так,Go,,"Python, Unix Shell",Go,"Java, Go, C",Ні,,Книги та документацію,2,2,19,Так,Так
1/9/2020 11:22:00,Java,Так,Kotlin,,"JavaScript, Java",Kotlin,Kotlin,Ні,,Книги та документацію,4,2,27,Так,Так
1/9/2020 11:22:35,Pascal/Delphi,Так,Go,,"JavaScript, PHP",Go,C++,Так,TypeScript,Книги та документацію,8,2,27,Так,Не пам'ятаю
1/9/2020 11:23:13,JavaScript,Так,JavaScript,,Java,JavaScript,"Java, JavaScript",Ні,,Онлайн-курси,2,1,25,Так,Ні
1/9/2020 11:24:22,C++,Так,Java,,JavaScript,Java,,Так,Python,Онлайн-курси,1,1,33,Так,Ні
1/9/2020 11:24:28,Basic,Ні,,"Java, JavaScript, Groovy",PL-SQL,Java,"Java, JavaScript",Ні,,Книги та документацію,3,2,23,Так,Ні
1/9/2020 11:24:31,PHP,Так,PHP,,JavaScript,PHP,PHP,Ні,,Книги та документацію,9,9,29,Так,Ні
1/9/2020 11:24:38,PHP,Ні,,"JavaScript, C#, T-SQL","JavaScript, T-SQL",T-SQL,,Так,f#,Книги та документацію,4,4,24,Так,Не пам'ятаю
1/9/2020 11:25:36,Pascal/Delphi,Так,Java,,"JavaScript, Python, Unix Shell",Java,,Ні,,Книги та документацію,2,2,22,Так,Не пам'ятаю
1/9/2020 11:26:50,Algol,Так,PL/pgSQL,,"Go, Groovy",Go,,Ні,,Книги та документацію,31,0.5,57,Так,Так
1/9/2020 11:26:51,Basic,Так,JavaScript,,,JavaScript,JavaScript,Так,TypeScript,Книги та документацію,0.25,0.25,25,Так,Ні
1/9/2020 11:28:04,Pascal/Delphi,Так,C++,,"JavaScript, Python, Java, C",C++,,Ні,,Книги та документацію,,,21,Так,Ні
1/9/2020 11:28:59,C,Ні,,"Java, JavaScript","Python, Unix Shell, TypeScript, PL-SQL",Java,"Java, JavaScript",Так,Scala,Книги та документацію,10,5,30,Так,Так
1/9/2020 11:30:10,Java,Так,Java,,"JavaScript, Kotlin",Java,,Так,Python,Онлайн-курси,1,1,19,Так,Ні
1/9/2020 11:31:07,C++,Так,C#,,"JavaScript, TypeScript",C#,Swift,Так,Swift,Книги та документацію,1,3,21,Так,Ні
1/9/2020 11:31:26,Basic,Так,C,,"C++, Assembler",C,"C++, C",Ні,,,10,12,42,Так,Ні
1/9/2020 11:31:34,PHP,Так,JavaScript,,Swift,TypeScript,Swift,Так,Dart,Онлайн-курси,2,1,30,Так,Так
1/9/2020 11:31:35,JavaScript,Так,JavaScript,,,JavaScript,,Ні,,Книги та документацію,,,,Так,Ні
1/9/2020 11:33:02,Go,Так,Go,,Go,Go,,Так,Go,Книги та документацію,3,6,15,Так,Ні
1/9/2020 11:33:12,Go,Так,Go,,Go,Go,,Так,Go,Книги та документацію,3,6,15,Так,Ні
1/9/2020 11:33:21,Basic,Так,OCaml,,"Python, Unix Shell, PL-SQL, R","OCaml, Haskell","Python, Haskell",Ні,,Онлайн-курси,22,7,41,Ні,Так
1/9/2020 11:33:25,Java,Так,Python,,JavaScript,Swift,,Так,Python,Онлайн-курси,0,0,24,Так,Ні
1/9/2020 11:33:39,Pascal/Delphi,Ні,,"Python, Go, Scala","Unix Shell, Groovy",Go,,Так,Rust,Книги та документацію,21,3,38,Так,Ні
1/9/2020 11:34:46,Pascal/Delphi,Так,C++,,C#,C++,,Так,Java,Онлайн-курси,13,3,31,Так,Не пам'ятаю
1/9/2020 11:34:57,C++,Так,JavaScript,,TypeScript,JavaScript,"JavaScript, TypeScript",Так,TypeScript,Книги та документацію,2,1,23,Так,Ні
1/9/2020 11:35:24,Ruby,Так,Ruby,,T-SQL,Ruby,"JavaScript, Ruby, PL-SQL",Ні,,Книги та документацію,15,7,37,Так,Ні
1/9/2020 11:35:40,Pascal/Delphi,Ні,,"Pascal/Delphi, PL-SQL",,JavaScript,JavaScript,Так,JavaScript,Книги та документацію,4,4,26,Так,Не пам'ятаю
1/9/2020 11:35:47,Pascal/Delphi,Так,Pascal/Delphi,,Objective-C,Pascal/Delphi,,Так,Python,Офлайн-курси,,1,16,Так,Ні
1/9/2020 11:36:18,C++,Так,C++,,,C++,C++,Так,Java,Книги та документацію,1.5,1.5,26,Так,Ні
1/9/2020 11:36:47,Swift,Так,Swift,,Objective-C,Swift,Swift,Так,Dart,Книги та документацію,1,1,24,Так,Ні
1/9/2020 11:37:25,Pascal/Delphi,Так,Java,,Java,Java,Java,Так,Swift,Онлайн-курси,10,9,28,Так,Так
1/9/2020 11:37:32,С#,Так,Python,,"JavaScript, C#, R",Python,Python,Так,Python,Офлайн-курси,2,2,23,Так,Так
1/9/2020 11:38:31,С#,Так,C#,,"JavaScript, T-SQL",C#,"JavaScript, C#, T-SQL",Ні,,,2,2,31,Так,Так
1/9/2020 11:38:32,Python,Так,C++,,Delphi,Python,C++,Так,Java,Онлайн-курси,0.5,0.5,18,Так,Так
1/9/2020 11:39:02,C,Так,Java,,JavaScript,Java,,Так,Scala,Книги та документацію,1,1,23,Так,Ні
1/9/2020 11:39:51,C,Так,C#,,T-SQL,C#,"C#, C++",Так,C++,Книги та документацію,3,3,24,Так,Ні
1/9/2020 11:40:19,Java,Так,Java,,Python,Java,,Так,Kotlin,Книги та документацію,10,8,32,Так,Так
1/9/2020 11:40:31,Java,Так,Java,,JavaScript,Java,"Java, JavaScript",Ні,,Книги та документацію,2,3,20,Так,Ні
1/9/2020 11:41:10,Basic,Так,Java,,TypeScript,TypeScript,TypeScript,Ні,,Книги та документацію,19,14,42,Так,Так
1/9/2020 11:41:49,Pascal/Delphi,Так,Python,,,C++,,Так,C++,Книги та документацію,1,0,15,Так,Ні
1/9/2020 11:41:58,Basic,Так,JavaScript,,Unix Shell,JavaScript,JavaScript,Ні,,Онлайн-курси,19,6,39,Так,Ні
1/9/2020 11:42:08,Pascal/Delphi,Так,C#,,"JavaScript, T-SQL",C#,C#,Так,TypeScript,Онлайн-курси,15,9,43,Так,Ні
1/9/2020 11:42:16,C,Так,Java,,Python,Java,"Java, Python",Так,Python,Онлайн-курси,4,4,25,Так,Не пам'ятаю
1/9/2020 11:42:57,Pascal/Delphi,Так,C++,,Python,C++,C++,Так,Java,Книги та документацію,2,1,17,Так,Ні
1/9/2020 11:43:00,Pascal/Delphi,Так,Python,,"Java, C++",Python,Java,Ні,,Книги та документацію,2,1,22,Так,Ні
1/9/2020 11:43:27,Pascal/Delphi,Так,PHP,,"JavaScript, Unix Shell",PHP,"JavaScript, PHP, Python",Так,Python,Книги та документацію,5,5,23,Так,Не пам'ятаю
1/9/2020 11:43:41,C++,Так,Ruby,,JavaScript,Ruby,,Ні,,Книги та документацію,5,3,34,Так,Ні
1/9/2020 11:44:37,Pascal/Delphi,Так,Java,,"Python, Kotlin",Kotlin,"Java, Python, Kotlin, Matlab",Ні,,Книги та документацію,12,10,32,Так,Ні
1/9/2020 11:44:48,Basic,Так,Python,,"Python, Unix Shell, T-SQL",Python,Python,Так,JavaScript,Онлайн-курси,10,7,43,Так,Не пам'ятаю
1/9/2020 11:45:06,C,Так,C#,,"Python, Java, T-SQL, C++, C",C#,"C#, Python, C++, C",Так,Rust,Онлайн-курси,5,4,20,Так,Ні
1/9/2020 11:45:37,C++,Ні,,"JavaScript, PHP",,PHP,,Так,Python,Книги та документацію,8,8,28,Так,Ні
1/9/2020 11:46:55,Pascal/Delphi,Так,Java,,JavaScript,Java,,Ні,,Офлайн-курси,0,0.5,25,Так,Ні
1/9/2020 11:47:03,C++,Так,C#,,"Java, C++",C#,"Java, C#",Так,Java,Онлайн-курси,,,14,Так,Ні
1/9/2020 11:47:39,C++,Так,JavaScript,,"Python, Dart",Dart,Dart,Ні,,Книги та документацію,15,4,38,Так,Ні
1/9/2020 11:47:54,C++,Так,Java,,Python,Python,,Так,JavaScript,Книги та документацію,2,1,22,Так,Ні
1/9/2020 11:49:06,Java,Ні,,Unix Shell,,Java,,Так,Python,Книги та документацію,3,3,31,Так,Так
1/9/2020 11:49:28,Pascal/Delphi,Так,C,,"Unix Shell, QML",Lua,"C, Lua",Ні,,Книги та документацію,12,12,32,Так,Ні
1/9/2020 11:50:45,Pascal/Delphi,Так,TypeScript,,,TypeScript,JavaScript,Ні,,,3,3,28,Так,Ні
1/9/2020 11:51:04,C++,Так,Java,,JavaScript,Kotlin,,Так,Kotlin,Онлайн-курси,5,5,24,Так,Так
1/9/2020 11:51:12,Pascal/Delphi,Так,Java,,JavaScript,Java,Java,Так,Python,Онлайн-курси,7,7,29,Так,Так
1/9/2020 11:51:15,С#,Так,Java,,Python,Java,,Ні,,Книги та документацію,3,2,23,Так,Не пам'ятаю
1/9/2020 11:51:15,Pascal/Delphi,Так,JavaScript,,"PHP, C++",JavaScript,JavaScript,Так,Go,,5,4,33,Так,Ні
1/9/2020 11:51:20,C++,Так,C#,,JavaScript,C#,"C#, C++",Так,Java,Книги та документацію,,2,20,Так,Ні
1/9/2020 11:52:38,C,Так,JavaScript,,JavaScript,JavaScript,JavaScript,Ні,,Онлайн-курси,2.5,2.5,23,Так,Ні
1/9/2020 11:52:58,C,Так,Java,,Python,Java,,Так,Kotlin,Онлайн-курси,4,2,22,Так,Ні
1/9/2020 11:53:07,Pascal/Delphi,Так,PHP,,JavaScript,PHP,PHP,Так,Java,Книги та документацію,7,7,29,Так,Ні
1/9/2020 11:53:22,Pascal/Delphi,Так,Java,,"JavaScript, Groovy",Swift,,Ні,,Книги та документацію,3,4,22,Так,Не пам'ятаю
1/9/2020 11:53:54,Basic,Так,Python,,"Python, T-SQL",Java,Python,Ні,,Книги та документацію,12,3,30,Так,Не пам'ятаю
1/9/2020 11:53:59,Pascal/Delphi,Ні,,"Python, Pascal/Delphi",Python,Python,"Python, Pascal/Delphi",Так,Python,Книги та документацію,2,1,16,Так,Ні
1/9/2020 11:54:06,Pascal/Delphi,Ні,,"Python, Pascal/Delphi",Python,Python,"Python, Pascal/Delphi",Так,Python,Книги та документацію,2,1,16,Так,Ні
1/9/2020 11:54:08,Python,Так,JavaScript,,"JavaScript, Python, TypeScript",JavaScript,"JavaScript, Python",Так,C++,Книги та документацію,1,1,17,Так,Ні
1/9/2020 11:54:38,Java,Так,Java,,Java,Java,Java,Так,JavaScript,Офлайн-курси,4,2,26,Так,Так
1/9/2020 11:54:40,,Так,JavaScript,,PHP,JavaScript,JavaScript,Ні,,Онлайн-курси,1,1,21,Так,Так
1/9/2020 11:55:00,Python,Так,Python,,,JavaScript,Python,Так,C,Онлайн-курси,,,,Так,Ні
1/9/2020 11:55:13,Basic,Так,JavaScript,,"Python, Unix Shell, PHP",TypeScript,"JavaScript, PHP, Python, C",Так,TypeScript,Книги та документацію,7,6,35,Так,Так
1/9/2020 11:55:28,Pascal/Delphi,Ні,,"C++, Pascal/Delphi",C++,Pascal/Delphi,"C++, Pascal/Delphi",Ні,JavaScript,Книги та документацію,1,1,18,Так,Ні
1/9/2020 11:55:57,JavaScript,Так,JavaScript,,Java,JavaScript,JavaScript,Так,C#,Онлайн-курси,,,,,
1/9/2020 11:56:21,Pascal/Delphi,Так,C#,,"JavaScript, TypeScript",C#,"JavaScript, C#",Так,Python,Книги та документацію,2,2,21,Так,Ні
1/9/2020 11:56:35,C++,Так,C#,,"JavaScript, TypeScript, T-SQL",C#,"C#, C++",Так,Python,Онлайн-курси,4,2,32,Ні,Не пам'ятаю
1/9/2020 11:56:53,С#,Так,Python,,"JavaScript, Python, Java",Go,"Java, JavaScript, Python",Так,Go,Онлайн-курси,2,1.5,33,Так,Ні
1/9/2020 11:57:43,Pascal/Delphi,Так,C#,,"JavaScript, Python, Java, C++, C#",Java,"Java, C#, Python, C++",Так,Swift,Книги та документацію,3,1,22,Так,Ні
1/9/2020 11:57:49,Basic,Так,T-SQL,,"T-SQL, C#, Go",C#,"C#, PL-SQL, T-SQL",Ні,,Книги та документацію,11,8,33,Так,Не пам'ятаю
1/9/2020 11:57:56,Python,Так,Python,,"JavaScript, Python",Python,,Так,Java,Онлайн-курси,1,1,27,Так,Ні
1/9/2020 11:58:39,С#,Так,C#,,"JavaScript, T-SQL",C#,C#,Так,JavaScript,Книги та документацію,1.5,1,23,Так,Так
1/9/2020 12:00:29,Pascal/Delphi,Ні,,"Java, Unix Shell",JavaScript,Java,,Ні,,Онлайн-курси,9,4,31,Так,Ні
1/9/2020 12:00:53,Basic,Так,PHP,,"JavaScript, PHP",PHP,"JavaScript, PHP",Так,Java,Офлайн-курси,6,5,30,Так,Ні
1/9/2020 12:00:54,PHP,Так,Swift,,"TypeScript, PHP, Go",Go,"Java, JavaScript, PHP, TypeScript, Swift, Kotlin, Go",Ні,,Книги та документацію,9,6,28,Ні,Ні
1/9/2020 12:01:36,С#,Ні,,"JavaScript, C#, TypeScript",T-SQL,TypeScript,TypeScript,Так,Dart,Книги та документацію,5,5,29,Так,Не пам'ятаю
1/9/2020 12:01:44,PHP,Так,JavaScript,,"JavaScript, Python, TypeScript",Python,"JavaScript, Python",Ні,,Онлайн-курси,12,3,34,Так,Не пам'ятаю
1/9/2020 12:02:19,Basic,Так,JavaScript,,"Python, TypeScript, PHP",JavaScript,JavaScript,Так,TypeScript,Книги та документацію,3,2,26,Так,Так
1/9/2020 12:02:45,C++,Так,C++,,JavaScript,Go,,Ні,,Книги та документацію,3,2,24,Так,Так
1/9/2020 12:04:10,С#,Так,C#,,"JavaScript, Java, PHP, C++, C#, PL-SQL, C",C#,"Java, JavaScript, C#, PHP, C++, Pascal/Delphi",Так,Python,Книги та документацію,5,7,18,Так,Так
1/9/2020 12:04:31,C,Так,PHP,,"Python, C++, C#",Java,,Так,Python,Онлайн-курси,1,1,22,Так,Ні
1/9/2020 12:04:41,Pascal/Delphi,Так,C++,,Go,C++,C++,Так,Kotlin,Книги та документацію,,,,Ні,Ні
1/9/2020 12:04:53,Pascal/Delphi,Так,C++,,"C++, C",C++,"C++, C",Ні,,Книги та документацію,17,17,39,Так,Так
1/9/2020 12:05:09,С#,Так,C#,,"JavaScript, TypeScript",C#,"JavaScript, C#, TypeScript",Ні,,,12,12,35,Так,Не пам'ятаю
1/9/2020 12:05:17,Basic,Так,Java,,"JavaScript, Unix Shell",Java,,Ні,,Книги та документацію,14,14,35,Так,Так
1/9/2020 12:05:25,JavaScript,Так,JavaScript,,Ruby,TypeScript,"JavaScript, TypeScript, Ruby",Ні,,Онлайн-курси,2,2,24,Так,Ні
1/9/2020 12:06:14,Java,Так,Kotlin,,"Java, Kotlin",Kotlin,,Так,Dart,Онлайн-курси,1,1,23,Так,Ні
1/9/2020 12:06:19,Pascal/Delphi,Так,C++,,"Python, Java, C",Java,,Так,Java,Онлайн-курси,0,1,18,Так,Ні
1/9/2020 12:06:22,C++,Так,Swift,,C++,Swift,"C++, Swift",Ні,,Книги та документацію,1,1,23,Так,Ні
1/9/2020 12:06:43,Pascal/Delphi,Так,C#,,T-SQL,C#,"JavaScript, C#",Так,JavaScript,Книги та документацію,5,5,26,Так,Ні
1/9/2020 12:07:03,Java,Так,Java,,JavaScript,Java,Java,Так,Kotlin,Онлайн-курси,2,3,24,Так,Ні
1/9/2020 12:07:41,Pascal/Delphi,Так,Python,,Pascal,Python,"Python, Pascal/Delphi",Ні,,Онлайн-курси,2,1,15,Так,Ні
1/9/2020 12:07:42,Python,Ні,,"Python, C++",,Java,,Так,Java,Книги та документацію,0,1,18,Так,Ні
1/9/2020 12:08:45,Pascal/Delphi,Так,C#,,JavaScript,C#,"JavaScript, C#",Так,Python,Офлайн-курси,2,2,21,Так,Ні
1/9/2020 12:09:01,C++,Так,Java,,JavaScript,Java,Java,Так,Python,Книги та документацію,4,4,28,Так,Ні
1/9/2020 12:09:43,Pascal/Delphi,Так,Python,,JavaScript,Python,"JavaScript, Python",Ні,,Книги та документацію,1,1,23,Так,Так
1/9/2020 12:09:54,С#,Так,C#,,C#,C#,C#,Ні,,,1,1,28,Так,Ні
1/9/2020 12:12:16,Pascal/Delphi,Так,Ruby,,"JavaScript, Ruby",JavaScript,,Так,JavaScript,Книги та документацію,6,5,24,Так,Ні
1/9/2020 12:12:23,Pascal/Delphi,Так,PHP,,"JavaScript, PHP, Go",Go,"JavaScript, PHP, Go",Так,Go,Онлайн-курси,2,2,23,Так,Ні
1/9/2020 12:12:32,Java,Так,Java,,"JavaScript, TypeScript, Java",Java,"Java, JavaScript",Так,Python,Офлайн-курси,1,1,30,Так,Ні
1/9/2020 12:12:41,Pascal/Delphi,Так,Java,,"JavaScript, Unix Shell, SQL",Java,"Java, JavaScript, Kotlin",Так,JavaScript,Онлайн-курси,2,3,24,Так,Не пам'ятаю
1/9/2020 12:13:02,Python,Так,Python,,JavaScript,Python,Python,Так,C++,Книги та документацію,,1,17,Так,Не пам'ятаю
1/9/2020 12:13:10,JavaScript,Так,JavaScript,,"TypeScript, PHP",JavaScript,"JavaScript, PHP, TypeScript",Ні,Python,Офлайн-курси,2,2,31,Так,Ні
1/9/2020 12:13:15,Pascal/Delphi,Так,Go,,PHP,Go,"JavaScript, PHP, Go",Так,TypeScript,Онлайн-курси,10,2,30,Так,Не пам'ятаю
1/9/2020 12:13:17,C,Так,Java,,"JavaScript, PL-SQL",Java,"Java, C#",Ні,,Онлайн-курси,1,2,21,Так,Не пам'ятаю
1/9/2020 12:13:20,Basic,Так,C#,,"TypeScript, T-SQL",C#,,Ні,,,15,10,40,Ні,Ні
1/9/2020 12:13:52,Java,Так,Java,,"Python, PL-SQL, Kotlin",Java,"Java, Kotlin, Groovy",Так,Rust,Книги та документацію,6,5,30,Так,Так
1/9/2020 12:14:13,VBA,Так,C#,,"Python, F#",C#,C#,Так,F#,Книги та документацію,12,10,32,Так,Так
1/9/2020 12:14:28,C++,Так,JavaScript,,,JavaScript,JavaScript,Ні,,Онлайн-курси,2,1,21,Так,Ні
1/9/2020 12:15:28,PHP,Так,PHP,,"JavaScript, PHP",PHP,,Ні,,Офлайн-курси,,,,Так,Ні
1/9/2020 12:15:47,C++,Так,C#,,JavaScript,PHP,"C#, C++",Так,PHP,Офлайн-курси,1,1,18,Так,Ні
1/9/2020 12:16:14,Python,Так,Python,,,Python,,Ні,,Офлайн-курси,3,1,26,Так,Так
1/9/2020 12:17:11,Pascal/Delphi,Ні,,"Python, Scala",,Scala,"Java, Python, Scala",Так,Haskell,Онлайн-курси,3,2,21,Так,Так
1/9/2020 12:17:16,Pascal/Delphi,Так,TypeScript,,"JavaScript, Unix Shell, TypeScript",TypeScript,"JavaScript, TypeScript",Так,Go,Книги та документацію,3,3,27,Так,Так
1/9/2020 12:17:37,Pascal/Delphi,Так,C++,,"C#, C",C#,,Ні,,Онлайн-курси,6,4,40,Так,Ні
1/9/2020 12:18:44,C++,Так,JavaScript,,"Unix Shell, TypeScript, T-SQL",Kotlin,Kotlin,Так,Ruby,Офлайн-курси,5,2,20,Так,Так
1/9/2020 12:19:10,Pascal/Delphi,Так,Python,,"JavaScript, Unix Shell",Python,"JavaScript, Python, TypeScript",Так,Julia,Книги та документацію,2,2,21,Ні,Не пам'ятаю
1/9/2020 12:20:01,Python,Так,Python,,Python,Python,Python,Ні,Python,Книги та документацію,5,5,36,Так,Ні
