Timestamp,FirstLanguage,MainLanguage,NowLanguage,NowLanguages2,AdditionalLanguages1,NextLanguage,PetProjectsLanguages,Learn,LearnLanguage,LearnWay,ExperienceInProgramming,ExperienceInLanguage,AgeYears,InUA,InPrev
1/5/2017 18:30:08,Java,Да,Java,,,Java,Java,Нет,,Книги и документацию,<1,<1,,Да,Нет
1/5/2017 18:31:08,Pascal/Delphi,Да,Swift,,"C++, Objective-C",Swift,"Objective-C, Swift",Нет,Swift,Онлайн-курсы,2,<1,24,Да,Не помню
1/5/2017 18:31:40,Basic,Да,Java,,"JavaScript, PHP, Scala",Java,"Java, JavaScript, PHP",Да,Scala,Онлайн-курсы,2,<1,34,Нет,Нет
1/5/2017 18:31:50,Java,Да,Java,,,Java,Java,Да,Kotlin,Книги и документацию,<1,1,22,Да,Нет
1/5/2017 18:34:15,Pascal/Delphi,Да,PHP,,JavaScript,PHP,"JavaScript, PHP",Нет,,Онлайн-курсы,6,6,32,Да,Нет
1/5/2017 18:34:24,Pascal/Delphi,Да,Java,,Unix Shell,Java,,Да,JavaScript,Книги и документацию,,,,Нет,Да
1/5/2017 18:34:57,JavaScript,Да,JavaScript,,Unix Shell,JavaScript,JavaScript,Нет,,Книги и документацию,<1,<1,29,Да,Нет
1/5/2017 18:34:59,Pascal/Delphi,Да,Python,,JavaScript,Python,"Java, JavaScript, Python",Нет,,Книги и документацию,8,2,31,Да,Да
1/5/2017 18:35:04,Pascal/Delphi,Да,JavaScript,,"Ruby, Go, Unix Shell",CoffeeScript,"JavaScript, CoffeeScript",Нет,,Книги и документацию,6,5,25,Да,Да
1/5/2017 18:35:24,Pascal/Delphi,Да,Java,,JavaScript,Java,"Java, JavaScript",Да,JavaScript,Книги и документацию,2,2,22,Да,Да
1/5/2017 18:35:34,Pascal/Delphi,Да,Java,,,Java,"Java, C++",Да,JavaScript,Книги и документацию,<1,<1,21,Да,Нет
1/5/2017 18:35:41,Pascal/Delphi,Да,C++,,"Java, Python",C++,"Java, Python, C++",Да,Scala,Онлайн-курсы,5,5,28,Да,Нет
1/5/2017 18:37:00,Basic,Да,JavaScript,,JavaScript,JavaScript,"JavaScript, PHP",Нет,Go,Онлайн-курсы,2,2,,Да,Нет
1/5/2017 18:37:09,Pascal/Delphi,Да,Python,,JavaScript,JavaScript,"JavaScript, Python",Да,JavaScript,Книги и документацию,3,2,21,Да,Не помню
1/5/2017 18:37:23,Pascal/Delphi,Да,PHP,,"JavaScript, Python",PHP,"JavaScript, PHP, Python",Да,Go,Онлайн-курсы,5,5,28,Да,Да
1/5/2017 18:37:27,Pascal/Delphi,Да,mysql,,,T-SQL,mysql,Да,C#,Офлайн-курсы,,,,Да,Не помню
1/5/2017 18:37:33,Pascal/Delphi,Да,C#,,"Python, Objective-C",Python,"Java, C#, JavaScript, Python, C++, Objective-C, Pascal/Delphi, Swift",Да,Julia,Онлайн-курсы,4,1,23,Да,Да
1/5/2017 18:37:40,PHP,Да,Java,,"Objective-C, Swift",Swift,Swift,Нет,,Книги и документацию,1,1,30,Да,Нет
1/5/2017 18:38:08,Basic,Нет,Python,,"JavaScript, PL-SQL",Python,"JavaScript, Python",Да,Go,Онлайн-курсы,10+,3,36,Да,Не помню
1/5/2017 18:38:23,Basic,Да,Python,,Unix Shell,Python,Python,Да,Go,Книги и документацию,3,2,40,Да,Да
1/5/2017 18:38:46,Basic,Да,C++,,Unix Shell,C++,,Да,Java,Онлайн-курсы,10+,10+,34,Да,Нет
1/5/2017 18:39:46,C++,Да,Scala,,"Python, C++",Scala,"Python, C++",Да,Scala,Книги и документацию,<1,<1,19,Да,Нет
1/5/2017 18:39:54,Pascal/Delphi,Нет,Java,,"JavaScript, Ruby, Perl, Unix Shell",Java,,Нет,,Книги и документацию,8,8,35,Да,Не помню
1/5/2017 18:40:33,ASM,Да,C#,,"Java, Python, C++, C, PL-SQL",C#,"C#, C",Нет,Haskell,Книги и документацию,10+,5,68,Да,Не помню
1/5/2017 18:40:44,Basic,Да,C#,,"Java, JavaScript, Python, PL-SQL, CoffeeScript, TypeScript",JavaScript,"C#, JavaScript",Да,Rust,Онлайн-курсы,10+,10+,33,Нет,Да
1/5/2017 18:41:08,Pascal/Delphi,Да,JavaScript,,"Java, C#, PHP",JavaScript,JavaScript,Нет,,Книги и документацию,4,3,26,Нет,Нет
1/5/2017 18:42:11,C#,Да,C#,,C#,C#,,Да,Java,Онлайн-курсы,2,<1,26,Да,Нет
1/5/2017 18:43:04,Basic,Да,C++,,"C, Unix Shell",C++,C++,Да,Go,Книги и документацию,10+,10+,44,Да,Да
1/5/2017 18:43:09,Basic,Да,JavaScript,,PHP,JavaScript,JavaScript,Да,Clojure,Книги и документацию,2,2,24,Да,Не помню
1/5/2017 18:43:17,Basic,Да,Java,,"JavaScript, T-SQL",Java,"Java, JavaScript, Python, T-SQL",Да,Go,Книги и документацию,10+,10+,43,Нет,Нет
1/5/2017 18:43:40,C++,Да,JavaScript,,JavaScript,JavaScript,JavaScript,Да,Python,Книги и документацию,<1,<1,24,Да,Нет
1/5/2017 18:44:09,C++,Нет,PHP,,JavaScript,PHP,PHP,Нет,,,<1,<1,20,Да,Нет
1/5/2017 18:44:26,Pascal/Delphi,Нет,Go,,"Python, Unix Shell",Go,"Java, Python",Да,Scala,Книги и документацию,2,<1,28,Да,Нет
1/5/2017 18:44:41,Pascal/Delphi,Да,PHP,,"JavaScript, Python",PHP,"PHP, Python",Да,Go,Книги и документацию,7,3,28,Да,Не помню
1/5/2017 18:45:19,Basic,Да,PHP,,JavaScript,JavaScript,PHP,Да,Go,Книги и документацию,10+,1,42,Да,Нет
1/5/2017 18:45:20,Basic,Да,C#,,"JavaScript, T-SQL",C#,"Java, C#, T-SQL, Erlang",Да,PL-SQL,Книги и документацию,1,1,22,Да,Да
1/5/2017 18:46:05,Python,Да,Python,,,Python,,Да,JavaScript,Книги и документацию,4,4,32,Да,Да
1/5/2017 18:46:17,Basic,Да,JavaScript,,JavaScript,Go,"Java, JavaScript",Да,typescript,Книги и документацию,1,1,22,Да,Нет
1/5/2017 18:46:31,Basic,Да,Java,,"JavaScript, T-SQL",Java,"Java, JavaScript",Нет,,Онлайн-курсы,,<1,38,Да,Нет
1/5/2017 18:47:26,Pascal/Delphi,Да,Objective-C,,Swift,Swift,Objective-C,Да,Smalltalk,Книги и документацию,2,1,24,Да,Да
1/5/2017 18:47:37,Pascal/Delphi,Да,1C,,1C,Python,,Да,Python,Офлайн-курсы,3,3,22,Да,Нет
1/5/2017 18:47:49,Java,Да,PHP,,JavaScript,Python,,Да,Python,Книги и документацию,<1,<1,30,Да,Нет
1/5/2017 18:48:57,Pascal/Delphi,Да,JavaScript,,T-SQL,Go,"C#, JavaScript, T-SQL",Да,Rust,Книги и документацию,4,2,,,Да
1/5/2017 18:49:15,Pascal/Delphi,Да,PHP,,"JavaScript, Python, SQL",Python,Python,Да,Erlang,Книги и документацию,1,1,21,Да,Не помню
1/5/2017 18:49:15,Pascal/Delphi,Да,PHP,,"JavaScript, Python, SQL",Python,Python,Да,Erlang,Книги и документацию,1,1,21,Да,Не помню
1/5/2017 18:49:29,Pascal/Delphi,Нет,Java,,JavaScript,Java,"Java, ActionScript",Да,JavaScript,Онлайн-курсы,6,3,30,Да,Не помню
1/5/2017 18:49:53,Python,Да,PHP,,"JavaScript, Python",Python,"JavaScript, Python",Да,Go,Книги и документацию,3,3,21,Да,Нет
1/5/2017 18:49:57,Basic,Да,Java,,JavaScript,Scala,"Java, JavaScript",Да,Scala,Онлайн-курсы,2,2,35,Да,Нет
1/5/2017 18:50:19,Basic,Да,C++,,C#,C++,"C#, C++, C",Да,OpenCL,Книги и документацию,9,8,34,Да,Не помню
1/5/2017 18:50:35,Pascal/Delphi,Да,PHP,,"JavaScript, Python",Python,"JavaScript, Python",Да,Go,Книги и документацию,8,6,28,Да,Да
1/5/2017 18:51:13,JavaScript,Да,JavaScript,,Python,Python,"JavaScript, Python",Да,Go,Онлайн-курсы,4,1,24,Да,Нет
1/5/2017 18:52:07,Pascal/Delphi,Да,Objective-C,,"JavaScript, C++, Swift",Swift,,Нет,,Книги и документацию,,,,Да,Нет
1/5/2017 18:52:07,C#,Да,JavaScript,,C#,JavaScript,"C#, JavaScript",Нет,,Книги и документацию,<1,<1,20,Да,Нет
1/5/2017 18:52:31,Java,Да,Ruby,,"Java, JavaScript",Ruby,Java,Да,Ruby,Онлайн-курсы,1,<1,28,Да,Нет
1/5/2017 18:52:36,Pascal/Delphi,Нет,Java,,"Java, JavaScript, Objective-C, Swift",Kotlin,"Java, JavaScript, Objective-C",Нет,,Книги и документацию,9,7,28,Да,Не помню
1/5/2017 18:54:01,C++,Нет,Scala,,"Java, Python, Scala",Scala,"Java, Scala",Нет,,Книги и документацию,8,2,,Да,Да
1/5/2017 18:54:28,ASM,Да,PHP,,JavaScript,PHP,C++,Да,Ruby,Книги и документацию,2,1,,Да,Нет
1/5/2017 18:54:48,C++,Нет,Java,,"JavaScript, PHP, Perl, Unix Shell",C#,"Java, C#",Да,JavaScript,Книги и документацию,<1,<1,19,Да,Да
1/5/2017 18:54:49,Pascal/Delphi,Да,JavaScript,,"C#, T-SQL",JavaScript,JavaScript,Нет,не планирую,Книги и документацию,2,1,24,Да,Не помню
1/5/2017 18:54:49,Basic,Да,Python,,"JavaScript, PHP, Unix Shell",Python,"JavaScript, PHP, Python",Да,JavaScript,Онлайн-курсы,8,<1,32,Да,Нет
1/5/2017 18:55:05,Pascal/Delphi,Да,PHP,,"JavaScript, Go",Go,"C#, PHP",Нет,Go,Онлайн-курсы,<1,<1,20,Да,Нет
1/5/2017 18:55:08,Pascal/Delphi,Да,JavaScript,,JavaScript,JavaScript,JavaScript,Да,Typescript,Онлайн-курсы,1,<1,24,Да,Нет
1/5/2017 18:55:10,C++,Да,C#,,"JavaScript, PL-SQL, T-SQL",C#,"C#, JavaScript, T-SQL",Да,TypeScriot,Онлайн-курсы,3,3,23,Да,Нет
1/5/2017 18:55:36,Java,Да,Java,,JavaScript,Java,"Java, JavaScript",Да,Scala,Книги и документацию,1,2,33,Да,Нет
1/5/2017 18:55:43,Java,Да,Java,,Java,Java,,Нет,,Онлайн-курсы,,<1,,Да,Нет
1/5/2017 18:55:44,C#,Нет,C#,,C#,Java,"C#, JavaScript",Да,Java,Офлайн-курсы,<1,<1,23,Да,Нет
1/5/2017 18:55:53,Basic,Да,Java,,"JavaScript, PL-SQL, Unix Shell",Scala,Scala,Да,Scala,Онлайн-курсы,10+,10+,32,Нет,Нет
1/5/2017 18:55:54,Basic,Да,Java,,JavaScript,Java,"Java, JavaScript",Да,Swift,Книги и документацию,1,2,36,Да,Не помню
1/5/2017 18:57:11,Pascal/Delphi,Да,PHP,,JavaScript,PHP,"JavaScript, PHP",Да,Clojure,Книги и документацию,7,7,32,Да,Нет
1/5/2017 18:57:32,C,Да,C#,,JavaScript,C#,,,,Книги и документацию,,,30,Да,Да
1/5/2017 19:00:24,Pascal/Delphi,Да,PHP,,JavaScript,PHP,PHP,Нет,,Книги и документацию,3,3,23,Да,Нет
1/5/2017 19:00:42,JavaScript,Да,JavaScript,,PHP,JavaScript,JavaScript,Нет,,Книги и документацию,<1,2,,Да,Не помню
1/5/2017 19:01:18,Python,Нет,Python,,Objective-C,Swift,,Нет,,Онлайн-курсы,<1,<1,25,Да,Нет
1/5/2017 19:02:29,C#,Да,C#,,"JavaScript, T-SQL",C#,C#,Да,JavaScript,Книги и документацию,3,2,25,Да,Нет
1/5/2017 19:02:42,Pascal/Delphi,Да,JavaScript,,Python,JavaScript,Python,Нет,,Книги и документацию,<1,<1,23,Да,Нет
1/5/2017 19:04:04,Pascal/Delphi,Да,Java,,JavaScript,Java,"Java, JavaScript",Да,Scala,Книги и документацию,3,3,24,Да,Да
1/5/2017 19:04:11,Basic,Да,Java,,SQL,Java,Java,Нет,,Книги и документацию,5,2,32,Да,Да
1/5/2017 19:04:31,Pascal/Delphi,Да,Java,,"JavaScript, Python, Unix Shell, Lua",Rust,"Java, C#, Python, Lua",Да,Rust,Книги и документацию,<1,3,22,Да,Нет
1/5/2017 19:04:42,Pascal/Delphi,Да,Objective-C,,"C#, C",Objective-C,Objective-C,Да,Swift,Книги и документацию,8,4,31,Да,Не помню
1/5/2017 19:05:09,Basic,Да,C#,,"PL-SQL, VFP",C#,,Да,JavaScript,Офлайн-курсы,4,2,32,Да,Нет
1/5/2017 19:05:09,C++,Да,C#,,"JavaScript, T-SQL",C#,"C#, T-SQL",Да,JavaScript,Онлайн-курсы,<1,<1,26,Да,Нет
1/5/2017 19:05:50,Basic,Да,JavaScript,,JavaScript,Java,,Да,JavaScript,Офлайн-курсы,<1,1,34,Да,Нет
1/5/2017 19:07:16,Basic,Да,JavaScript,,"JavaScript, Python, Go",JavaScript,JavaScript,Нет,Go,Книги и документацию,3,3,,Да,Не помню
1/5/2017 19:07:33,Basic,Нет,R,,C,R,,Да,Python,Онлайн-курсы,<1,<1,43,Да,Нет
1/5/2017 19:09:46,Pascal/Delphi,Да,PHP,,JavaScript,JavaScript,,Нет,,Книги и документацию,<1,<1,26,Да,Нет
1/5/2017 19:09:53,Pascal/Delphi,Да,C#,,"JavaScript, T-SQL",JavaScript,,Нет,,Книги и документацию,3,3,23,Да,Да
1/5/2017 19:10:37,Pascal/Delphi,Да,JavaScript,,"Java, CoffeeScript",JavaScript,JavaScript,Нет,,Онлайн-курсы,9,4,30,Да,Не помню
1/5/2017 19:10:39,Basic,Да,C#,,"JavaScript, T-SQL",C#,"C#, JavaScript, C++, T-SQL",Нет,,Книги и документацию,10+,10+,33,Нет,Да
1/5/2017 19:11:07,Basic,Да,JavaScript,,visual basic,JavaScript,"JavaScript, PHP",Да,,Книги и документацию,8,5,30,Нет,Нет
1/5/2017 19:12:00,ASM,Нет,Java,,"Python, C, Unix Shell",Java,"Java, Python",Нет,,Книги и документацию,10+,1,38,Нет,Нет
1/5/2017 19:12:38,Basic,Да,Java,,"PHP, Perl, Unix Shell",Java,"Java, PHP",Да,Swift,Книги и документацию,10+,5,,Да,Да
1/5/2017 19:13:04,C++,Да,JavaScript,,C#,JavaScript,,Да,C#,Книги и документацию,2,1,23,Да,Не помню
1/5/2017 19:13:45,Pascal/Delphi,Да,Python,,"Java, JavaScript",Python,"Java, Python",,,Книги и документацию,,,,Да,Да
1/5/2017 19:14:01,Pascal/Delphi,Да,Scala,,"JavaScript, Unix Shell",Scala,"Scala, Emacs Lisp",Да,Clojure,Книги и документацию,10+,5,32,Да,Да
1/5/2017 19:15:45,Basic,Да,Java,,JavaScript,Java,"Java, JavaScript",Да,PHP,Книги и документацию,<1,2,33,Да,Нет
1/5/2017 19:16:36,Basic,Да,Python,,"JavaScript, C++",Python,"JavaScript, Python",Нет,,Книги и документацию,10+,2,36,Нет,Нет
1/5/2017 19:18:40,C#,Да,C#,,JavaScript,JavaScript,"C#, JavaScript",Да,Python,Офлайн-курсы,1,1,26,Да,Да
1/5/2017 19:19:08,Fortran,Да,JavaScript,,C++,Pascal/Delphi,"JavaScript, Pascal/Delphi",,,Книги и документацию,10+,7,,Да,Нет
1/5/2017 19:19:11,Basic,Да,Python,,"Java, JavaScript, PHP, Python, Ruby, Clojure",Clojure,"JavaScript, PHP, Ruby",Да,Go,Книги и документацию,10+,2,45,Нет,Нет
1/5/2017 19:19:17,Pascal/Delphi,Да,Java,,Scala,Java,"Java, JavaScript",Нет,,Книги и документацию,10+,9,29,Да,Да
1/5/2017 19:19:38,C,Да,Java,,Unix Shell,Java,"Java, JavaScript",Нет,,Книги и документацию,10+,10+,35,Да,Не помню
1/5/2017 19:19:45,Basic,Да,Go,,JavaScript,Go,"JavaScript, Go",Да,Elixir,Книги и документацию,3,2,24,Нет,Не помню
1/5/2017 19:19:47,Objective-C,Да,Objective-C,,JavaScript,Swift,"JavaScript, Python, Objective-C, C",Нет,,Онлайн-курсы,<1,<1,21,Да,Нет
1/5/2017 19:20:32,Basic,Да,C#,,T-SQL,R,"C#, C++",Нет,,Книги и документацию,10+,4,37,Да,Да
1/5/2017 19:20:56,JavaScript,Да,PHP,,"JavaScript, PHP",PHP,"Java, PHP",Да,Java,Книги и документацию,1,<1,26,Да,Не помню
1/5/2017 19:21:15,JavaScript,Да,JavaScript,,JavaScript,JavaScript,JavaScript,Нет,,Онлайн-курсы,<1,<1,26,Да,Нет
1/5/2017 19:22:31,Basic,Да,JavaScript,,,JavaScript,JavaScript,Нет,,Книги и документацию,10+,2,33,Да,Нет
1/5/2017 19:23:27,Pascal/Delphi,Да,C#,,"JavaScript, T-SQL",C#,,Да,Python,Онлайн-курсы,2,3,23,Да,Нет
1/5/2017 19:23:28,C#,Да,JavaScript,,"Java, C#",C#,C#,Да,PHP,Онлайн-курсы,<1,<1,35,Да,Нет
1/5/2017 19:23:40,Basic,Да,Java,,Python,JavaScript,Java,Да,JavaScript,Книги и документацию,2,2,18,Нет,Нет
1/5/2017 19:24:03,C++,Да,C#,,"C#, JavaScript, Python, T-SQL",C#,"Java, C#, Python, Swift, T-SQL",Да,Python,Книги и документацию,10+,10+,36,Нет,Нет
1/5/2017 19:24:07,Python,Да,Python,,"JavaScript, T-SQL, R, Unix Shell",Python,C#,Нет,,Онлайн-курсы,<1,<1,19,Да,Нет
1/5/2017 19:25:31,Java,Да,Java,,"C#, Python",C#,Java,Нет,нет,Книги и документацию,1,1,36,Да,Не помню
1/5/2017 19:25:41,Pascal/Delphi,Да,PHP,,Java,PHP,PHP,Да,Java,Онлайн-курсы,3,3,24,Да,Нет
1/5/2017 19:25:42,Pascal/Delphi,Да,PHP,,"JavaScript, Unix Shell",JavaScript,,Да,Swift,Книги и документацию,10+,10+,31,Да,Не помню
1/5/2017 19:26:42,Swift,Да,Objective-C,,Swift,Swift,Objective-C,Нет,Swift,Книги и документацию,<1,1,25,Да,Нет
1/5/2017 19:26:55,C#,Да,Apex,,"C#, JavaScript",C#,"C#, JavaScript",Да,R,Книги и документацию,1,<1,22,Да,Не помню
1/5/2017 19:27:01,Pascal/Delphi,Да,Java,,"JavaScript, T-SQL",Java,"Java, JavaScript, T-SQL",Да,JavaScript,Книги и документацию,<1,<1,25,Да,Нет
1/5/2017 19:27:12,Basic,Да,JavaScript,,,Go,JavaScript,Да,Go,Книги и документацию,<1,<1,27,Нет,Нет
1/5/2017 19:28:31,Perl,Да,PHP,,"Java, JavaScript, PHP, C, Perl, Unix Shell",C,"JavaScript, C",Да,Rust,Книги и документацию,6,5,30,Да,Не помню
1/5/2017 19:28:43,Pascal/Delphi,Да,Java,,"JavaScript, T-SQL",Java,Java,Да,JavaScript,Онлайн-курсы,10+,4,35,Да,Да
1/5/2017 19:28:50,Pascal/Delphi,Да,C++,,"T-SQL, R",C++,"C++, T-SQL, R",Да,C#,Книги и документацию,3,6,,Да,Не помню
1/5/2017 19:28:58,Basic,Да,C#,,"C#, T-SQL",C#,"C#, C++, C",Да,Python,Книги и документацию,10+,10+,33,Да,Не помню
1/5/2017 19:29:49,Java,Да,Java,,"JavaScript, Python, Scala",Java,"Java, Python, Scala",Да,Scala,Книги и документацию,2,2,25,Да,Нет
1/5/2017 19:30:51,Pascal/Delphi,Да,Java,,"Python, Scala, R",Scala,"Scala, R",Да,Scala,Офлайн-курсы,10+,4,35,Да,Да
1/5/2017 19:31:21,Basic,Да,C#,,"JavaScript, T-SQL",F#,C#,Да,F#,Книги и документацию,10+,10+,31,Да,Да
1/5/2017 19:32:10,Pascal/Delphi,Да,C#,,"T-SQL, powershell",C#,,Да,JavaScript,Книги и документацию,9,9,30,Нет,Нет
1/5/2017 19:32:31,Pascal/Delphi,Да,Python,,"JavaScript, CoffeeScript",Python,JavaScript,Да,C++,Книги и документацию,1,<1,20,Да,Не помню
1/5/2017 19:33:24,C,Да,Java,,"JavaScript, Unix Shell",Java,Java,Нет,,Книги и документацию,2,4,23,Да,Нет
1/5/2017 19:33:41,Pascal/Delphi,Да,Python,,JavaScript,Python,"JavaScript, Python",Да,Scala,Онлайн-курсы,1,1,19,Да,Да
1/5/2017 19:33:54,Basic,Да,C++,,"C#, JavaScript, PHP, Python, C",C++,"C#, JavaScript, PHP, C++",Нет,Swift,Книги и документацию,,,,,
1/5/2017 19:34:38,Basic,Да,C#,,,C#,"Java, C#, JavaScript, PHP, Perl",Нет,,,8,7,29,Да,Не помню
1/5/2017 19:35:21,Java,Да,Java,,"Java, JavaScript, PL-SQL",Java,"Java, C#, JavaScript",Да,Python,Книги и документацию,,,,,
1/5/2017 19:35:22,Pascal/Delphi,Да,PHP,,"Java, JavaScript, PHP, C, 1C, PL-SQL, CoffeeScript, Unix Shell",Swift,"JavaScript, PHP, 1C",Да,Swift,Онлайн-курсы,<1,<1,24,Да,Нет
1/5/2017 19:35:48,Pascal/Delphi,Да,Java,,"JavaScript, T-SQL",Kotlin,"Java, Kotlin",Да,JavaScript,Онлайн-курсы,4,4,25,Да,Не помню
1/5/2017 19:36:08,Fortran,Да,C,,"Java, JavaScript",Java,C,Да,Java,Книги и документацию,<1,<1,42,Да,Нет
1/5/2017 19:36:41,Pascal/Delphi,Да,Java,,"C#, Python, Unix Shell, Groovy",Java,,Нет,,Книги и документацию,9,7,28,Да,Да
1/5/2017 19:36:59,Basic,Да,Java,,"JavaScript, Scala",Scala,Java,Да,Scala,Онлайн-курсы,9,2,33,Да,Да
1/5/2017 19:37:00,Pascal/Delphi,Нет,PHP,,Go,Go,,Да,Scala,Онлайн-курсы,,10+,30,Нет,Не помню
1/5/2017 19:37:37,Basic,Да,Python,,Java,Java,,Да,Python,Книги и документацию,<1,<1,30,Нет,Нет
1/5/2017 19:37:49,Pascal/Delphi,Да,1C,,1C,1C,,Да,JavaScript,Книги и документацию,1,<1,,,
1/5/2017 19:37:56,Fortran,Да,Python,,R,Python,Python,Нет,,Книги и документацию,10+,4,48,Да,Нет
1/5/2017 19:39:07,Java,Да,Java,,Java,Java,Java,Нет,Java,Книги и документацию,<1,1,27,Да,Нет
1/5/2017 19:39:09,Pascal/Delphi,Да,PHP,,,PHP,PHP,Да,JavaScript,Онлайн-курсы,<1,<1,23,Да,Нет
1/5/2017 19:40:34,,Да,Objective-C,,"JavaScript, C++, C, Swift",Objective-C,,Да,JavaScript,Книги и документацию,2,2,26,Да,Нет
1/5/2017 19:40:43,Pascal/Delphi,Да,C#,,TypeScript,C#,C#,Да,R,Книги и документацию,10+,10+,35,Нет,Нет
1/5/2017 19:41:01,Pascal/Delphi,Да,Java,,JavaScript,Java,"Java, JavaScript",Да,Ruby,Книги и документацию,1,1,23,Да,Не помню
1/5/2017 19:41:18,Pascal,Да,C#,,"JavaScript, T-SQL",C#,"C#, JavaScript, T-SQL",Да,JavaScript,Онлайн-курсы,2,4,23,Да,Да
1/5/2017 19:41:35,C#,Да,Objective-C,,"Python, C, Swift",Swift,"Java, JavaScript, Python",Да,Swift,Книги и документацию,<1,<1,20,Да,Нет
1/5/2017 19:42:22,PHP,Да,PHP,,JavaScript,PHP,,Да,JavaScript,Онлайн-курсы,5,4,29,Да,Нет
1/5/2017 19:42:28,Basic,Да,Java,,"PL-SQL, Unix Shell",Java,vbscript,Нет,,Онлайн-курсы,10+,8,43,Нет,Нет
1/5/2017 19:42:29,Basic,Да,C#,,"C#, JavaScript",Elixir,"C#, JavaScript, Elixir",Да,Haskell,Книги и документацию,3,3,35,Да,Не помню
1/5/2017 19:44:13,Basic,Да,C++,,C++,C++,"C#, PHP, C++",Нет,Java,Онлайн-курсы,10+,9,38,Нет,Нет
1/5/2017 19:44:40,Basic,Да,C#,,"JavaScript, Python, C++",C++,"C#, JavaScript, Python, C++",Нет,,Онлайн-курсы,8,<1,29,Да,Нет
1/5/2017 19:44:50,Pascal/Delphi,Да,Java,,Ruby,Ruby,"Java, Ruby",Да,Scala,Книги и документацию,1,1,23,Да,Не помню
1/5/2017 19:45:04,Pascal/Delphi,Да,Python,,JavaScript,Python,"JavaScript, Python",Нет,,Книги и документацию,2,2,19,Да,Да
1/5/2017 19:45:48,Basic,Да,Java,,,Java,Java,Нет,,Книги и документацию,8,6,41,Нет,Не помню
1/5/2017 19:45:58,C++,Да,Java,,"C#, Python",Java,"Java, C#, Python",Да,JavaScript,Онлайн-курсы,2,1,26,Да,Нет
1/5/2017 19:46:08,Fortran,Да,Java,,Python,Python,,,,Книги и документацию,9,3,34,Нет,Нет
1/5/2017 19:46:23,Pascal/Delphi,Да,Swift,,Objective-C,Swift,Swift,Да,Ruby,Онлайн-курсы,6,3,25,Да,Да
1/5/2017 19:46:29,Pascal/Delphi,Да,Java,,JavaScript,Java,Java,Да,JavaScript,Книги и документацию,1,1,30,Да,Не помню
1/5/2017 19:46:55,Pascal/Delphi,Да,Java,,"JavaScript, Groovy",Java,,Да,JavaScript,Книги и документацию,2,1,23,Да,Нет
1/5/2017 19:47:27,Pascal/Delphi,Да,JavaScript,,"Java, Unix Shell",JavaScript,JavaScript,Нет,,Онлайн-курсы,3,2,22,Нет,Да
1/5/2017 19:47:50,Java,Да,Java,,"JavaScript, T-SQL",Java,,,,Книги и документацию,<1,<1,29,Да,Нет
1/5/2017 19:48:33,C++,Да,C++,,"C#, C, Unix Shell",Java,"Python, C++, C",Да,C#,Книги и документацию,8,8,29,Нет,Нет
1/5/2017 19:49:07,Pascal/Delphi,Да,Swift,,"JavaScript, C++, Objective-C",Swift,C++,Нет,,Книги и документацию,10+,2,33,Нет,Не помню
1/5/2017 19:49:16,C++,Нет,Go,,"Java, JavaScript, C++",Go,Go,Да,Java,Книги и документацию,3,1,30,Да,Нет
1/5/2017 19:51:18,Pascal/Delphi,Да,Java,,JavaScript,Java,Java,Да,JavaScript,Книги и документацию,10+,10+,,Да,Не помню
1/5/2017 19:51:27,Objective-C,Да,Java,,"Objective-C, Swift",Swift,"Objective-C, Swift",Да,JavaScript,Книги и документацию,5,1,28,Нет,Не помню
1/5/2017 19:53:12,Pascal/Delphi,Да,JavaScript,,JavaScript,JavaScript,"JavaScript, Ruby",Да,Ruby,Книги и документацию,1,1,27,Да,Нет
1/5/2017 19:53:39,Pascal/Delphi,Да,Java,,Unix Shell,Java,,Да,Python,Книги и документацию,,,,Да,Нет
1/5/2017 19:56:01,Pascal/Delphi,Да,JavaScript,,JavaScript,JavaScript,JavaScript,Да,Python,Книги и документацию,1,1,25,Да,Нет
1/5/2017 19:56:08,JavaScript,Да,JavaScript,,,JavaScript,,Да,Python,Онлайн-курсы,2,<1,25,Да,Не помню
1/5/2017 19:56:43,Pascal/Delphi,Да,APEX,,"Java, C#, JavaScript",C#,,Нет,,Книги и документацию,6,3,27,Да,Нет
1/5/2017 19:56:45,Pascal/Delphi,Нет,Python,,JavaScript,Python,"JavaScript, Python",Нет,,Книги и документацию,<1,<1,30,Да,Нет
1/5/2017 19:57:01,JavaScript,Нет,JavaScript,,"JavaScript, PHP",JavaScript,JavaScript,Да,JavaScript,Онлайн-курсы,5,1,,,Нет
1/5/2017 19:58:31,Basic,Да,PHP,,"JavaScript, Go",Go,"PHP, Go",Да,Java,Онлайн-курсы,4,4,26,Да,Не помню
1/5/2017 19:58:49,Basic,Да,Java,,JavaScript,Java,Java,Да,Java,Книги и документацию,3,3,27,Да,Нет
1/5/2017 19:59:30,Pascal/Delphi,Да,Pascal/Delphi,,PHP,Pascal/Delphi,"PHP, Pascal/Delphi",Да,JavaScript,Книги и документацию,10+,5,40,Да,Не помню
1/5/2017 19:59:53,Basic,Да,Python,,"T-SQL, Unix Shell",Go,,Да,Go,Книги и документацию,5,1,42,Да,Нет
1/5/2017 19:59:59,Basic,Да,PHP,,JavaScript,PHP,"PHP, Swift",Да,Swift,Книги и документацию,9,8,31,Да,Да
