Timestamp,FirstLanguage,MainLanguage,NowLanguage,Main2,AdditionalLanguages1,NextLanguage,PetProjectsLanguages,Learn,LearnLanguage,LearnWay,ExperienceInProgramming,ExperienceInLanguage,AgeYears,InUA,InPrev
1/3/2018 19:27:59,C++,Да,Java,,,Java,Kotlin,Да,Kotlin,Только книги и документацию (не прибегая к курсам),1,1,20,Да,Не помню
1/3/2018 19:28:25,C,Да,C,,,Swift,,Да,Swift,Онлайн курсы,<1,<1,23,Да,Нет
1/3/2018 19:28:28,Pascal/Delphi,Да,Java,,"JavaScript, C++, Ruby, Kotlin",Java,"Java, JavaScript, C++, Ruby",Да,Kotlin,Только книги и документацию (не прибегая к курсам),10+,4,42,Да,Нет
1/3/2018 19:29:14,Basic,Да,Ruby,,"JavaScript, PL/SQL",Ruby,Ruby,Да,Elixir,Онлайн курсы,4,2,34,Да,Не помню
1/3/2018 19:29:31,Basic,Да,Java,,JavaScript,Java,JavaScript,Да,Kotlin,Онлайн курсы,10+,5,41,Да,Не помню
1/3/2018 19:31:02,Basic,Да,JavaScript,,C#,JavaScript,"JavaScript, C#",Да,Python,Онлайн курсы,10+,9,30,Нет,Не помню
1/3/2018 19:31:53,Python,Да,Python,,"R, Shell",Python,"JavaScript, Python",Трудно сказать,C#,Онлайн курсы,4,4,28,Да,Да
1/3/2018 19:32:19,Java,Да,Java,,JavaScript,Java,Java,Трудно сказать,Java,Онлайн курсы,5,5,31,Да,Да
1/3/2018 19:32:20,Java,Да,Java,,"JavaScript, PL/SQL, T-SQL",Java,"Java, JavaScript, PL/SQL, T-SQL",Трудно сказать,JavaScript,Только книги и документацию (не прибегая к курсам),2,2,31,Да,Нет
1/3/2018 19:32:36,Basic,Нет,,"C#, C++, Pascal/Delphi","PHP, C",Python,,Трудно сказать,Python,Только книги и документацию (не прибегая к курсам),9,<1,35,Да,Нет
1/3/2018 19:33:41,Pascal/Delphi,Да,Go,,,Go,"Python, Rust",,,Только книги и документацию (не прибегая к курсам),10+,3,37,Нет,Не помню
1/3/2018 19:33:46,Pascal/Delphi,Да,Java,,"Kotlin, groovy",Kotlin,Java,Да,Kotlin,Только книги и документацию (не прибегая к курсам),2,3,37,Да,Нет
1/3/2018 19:33:57,C++,Да,Python,,R,Python,,Да,PL/SQL,Онлайн курсы,2,2,18,Да,Нет
1/3/2018 19:36:08,Pascal/Delphi,Да,Scala,,Java,Scala,"Java, Scala",Трудно сказать,,Онлайн курсы,3,2,36,Да,Не помню
1/3/2018 19:36:13,Pascal/Delphi,Да,Python,,Python,Python,Python,Да,Swift,Онлайн курсы,7,5,26,Да,Да
1/3/2018 19:37:35,C++,Да,Go,,"Java, PL/SQL",Go,Go,Трудно сказать,,Только книги и документацию (не прибегая к курсам),2,1,23,Да,Нет
1/3/2018 19:37:37,Python,Да,Java,,Python,Java,"Java, Python",Да,Kotlin,Онлайн курсы,1,1,28,Да,Нет
1/3/2018 19:37:37,C#,Да,C#,,,C#,C#,Да,Kotlin,Только книги и документацию (не прибегая к курсам),5,5,,Да,Не помню
1/3/2018 19:37:58,Pascal/Delphi,Да,Ruby,,"JavaScript, PL/SQL, TypeScript",Go,"JavaScript, Ruby, TypeScript",Да,Go,Онлайн курсы,2,2,,Да,Не помню
1/3/2018 19:41:05,Basic,Да,Scala,,"Java, Python, Scala, R, Shell",Python,"Java, Python, Scala, C",Трудно сказать,Kotlin,Только книги и документацию (не прибегая к курсам),10+,4,40,Нет,Нет
1/3/2018 19:41:16,PL/SQL,Да,1C,,T-SQL,T-SQL,1C,,T-SQL,Онлайн курсы,6,5,30,Да,Нет
1/3/2018 19:41:58,C#,Да,JavaScript,,C#,TypeScript,TypeScript,Да,TypeScript,Только книги и документацию (не прибегая к курсам),1,1,25,Да,Нет
1/3/2018 19:42:16,Pascal,Да,Python,,"JavaScript, Go, Shell",Python,Python,Да,Go,Только книги и документацию (не прибегая к курсам),4,4,21,Да,Да
1/3/2018 19:42:17,PHP,Да,PHP,,"Java, Go",Java,"Java, PHP, Go",Да,Go,Только книги и документацию (не прибегая к курсам),5,5,28,Да,Не помню
1/3/2018 19:42:25,C,Да,Java,,"JavaScript, C#",Java,"Java, C#",Да,Kotlin,Онлайн курсы,1,1,31,Да,Нет
1/3/2018 19:42:46,Pascal/Delphi,Да,Ruby,,Shell,Python,,Да,Python,Только книги и документацию (не прибегая к курсам),6,4,28,Да,Не помню
1/3/2018 19:42:56,Basic,Да,C++,,"Python, Shell, Lua",C++,,Трудно сказать,Rust,Только книги и документацию (не прибегая к курсам),10+,10+,33,Да,Да
1/3/2018 19:44:38,Pascal/Delphi,Да,T-SQL,,"C#, Basic",C#,,Да,C#,Офлайн курсы,6,5,31,Да,Да
1/3/2018 19:44:38,Pascal/Delphi,Да,PHP,,JavaScript,Go,,Да,Go,Только книги и документацию (не прибегая к курсам),2,2,29,Да,Да
1/3/2018 19:45:33,Python,Да,C++,,"Python, Shell",,"Python, C++, C",Трудно сказать,Erlang,Только книги и документацию (не прибегая к курсам),3,3,34,Да,Нет
1/3/2018 19:45:40,Basic,Да,Ruby,,JavaScript,Ruby,,Да,Swift,Онлайн курсы,6,6,26,Да,Не помню
1/3/2018 19:46:17,Pascal/Delphi,Нет,,"JavaScript, C#, TypeScript","JavaScript, C#, TypeScript",JavaScript,"JavaScript, C#, TypeScript",Нет,JavaScript,Только книги и документацию (не прибегая к курсам),3,3,23,Да,Не помню
1/3/2018 19:47:00,Pascal/Delphi,Да,Python,,"JavaScript, Shell",Python,"JavaScript, Python",Трудно сказать,,Онлайн курсы,1,2,18,Да,Не помню
1/3/2018 19:47:38,Pascal/Delphi,Да,C++,,"Python, Shell",C++,"Python, C++",Да,CUDA ,Онлайн курсы,3,1,26,Да,Да
1/3/2018 19:47:41,PHP,Да,Erlang,,"Python, Shell",,"Python, C++, Rust",,,Только книги и документацию (не прибегая к курсам),<1,<1,21,Да,Не помню
1/3/2018 19:48:01,PHP,Да,JavaScript,,"PHP, Lua",,,Да,Python,Онлайн курсы,,,,Да,Нет
1/3/2018 19:48:19,Java,Да,Python,,,Python,Java,Да,JavaScript,Онлайн курсы,2,<1,23,Да,Нет
1/3/2018 19:48:26,Pascal/Delphi,Да,Ruby,,JavaScript,Ruby,"JavaScript, Ruby",Да,Python,Только книги и документацию (не прибегая к курсам),4,4,26,Да,Не помню
1/3/2018 19:49:06,Java,Да,C#,,"Java, JavaScript",C#,C#,Да,JavaScript,Только книги и документацию (не прибегая к курсам),3,2,32,Да,Да
1/3/2018 19:50:40,C++,Да,Swift,,"JavaScript, Objective-C",Swift,Swift,Трудно сказать,,Только книги и документацию (не прибегая к курсам),,4,29,Да,Не помню
1/3/2018 19:51:04,Basic,Да,Scala,,"Java, Shell",Haskell,"Haskell, Purescript",Трудно сказать,Haskell,Только книги и документацию (не прибегая к курсам),10+,3,36,Нет,Не помню
1/3/2018 19:52:04,Basic,Да,C++,,,C++,,Нет,Rust,Только книги и документацию (не прибегая к курсам),10+,10+,41,Нет,Да
1/3/2018 19:52:42,Pascal/Delphi,Да,1C,,Python,Python,Python,Да,JavaScript,Офлайн курсы,10+,10+,43,Да,Да
1/3/2018 19:53:00,Pascal/Delphi,Да,Java,,"JavaScript, TypeScript, Clojure, Shell",Java,C++,Трудно сказать,,Офлайн курсы,7,4,25,Да,Нет
1/3/2018 19:53:30,Pascal/Delphi,Нет,,"JavaScript, Python, Go",,Go,Go,Да,Rust,Офлайн курсы,10+,5,33,Да,Нет
1/3/2018 19:54:06,C++,Да,C#,,JavaScript,C#,,Трудно сказать,,,<1,<1,21,Да,Да
1/3/2018 19:54:31,C++,Да,Swift,,Objective-C,Swift,,Нет,,Только книги и документацию (не прибегая к курсам),3,3,22,Да,Да
1/3/2018 19:57:54,Ruby,Да,JavaScript,,Ruby,Ruby,JavaScript,Нет,Ruby,Онлайн курсы,<1,1,25,Да,Нет
1/3/2018 19:58:11,PL/SQL,Да,PL/SQL,,"Java, T-SQL, Shell",PL/SQL,,Трудно сказать,Python,Онлайн курсы,4,4,27,Да,Не помню
1/3/2018 19:58:14,КуМир,Да,Go,,"Python, Ruby, Shell, Groovy",Go,Python,Да,Rust,Только книги и документацию (не прибегая к курсам),10+,2,31,Да,Нет
1/3/2018 19:58:54,Pascal/Delphi,Да,Scala,,"JavaScript, Shell",Scala,"JavaScript, Scala, Clojure, Emacs Lisp",Трудно сказать,,Только книги и документацию (не прибегая к курсам),10+,6,33,Да,Да
1/3/2018 19:59:05,PHP,Да,PHP,,JavaScript,,,,,Онлайн курсы,4,2,26,Да,Нет
1/3/2018 19:59:22,Pascal/Delphi,Да,C#,,,C#,"JavaScript, C#",Нет,,Только книги и документацию (не прибегая к курсам),2,2,,Да,Нет
1/3/2018 20:00:26,Pascal/Delphi,Да,Ruby,,Go,Ruby,"Ruby, Go",Да,Clojure,Только книги и документацию (не прибегая к курсам),4,4,28,Нет,Да
1/3/2018 20:00:50,C++,Да,JavaScript,,Python,Python,,Да,Go,Только книги и документацию (не прибегая к курсам),4,2,21,Да,Нет
1/3/2018 20:01:06,Pascal/Delphi,Да,Java,,"Scala, Kotlin",Kotlin,Scala,Да,Kotlin,Только книги и документацию (не прибегая к курсам),5,5,27,Нет,Не помню
1/3/2018 20:01:07,JavaScript,Да,JavaScript,,,JavaScript,,Да,Go,Только книги и документацию (не прибегая к курсам),3,3,25,Да,Нет
1/3/2018 20:02:17,Basic,Да,Java,,"JavaScript, PHP, C++, C, Perl, Shell",Java,Java,Нет,,Онлайн курсы,5,5,28,Да,Да
1/3/2018 20:02:48,C++,Да,Java,,JavaScript,Java,"Java, JavaScript",Да,Kotlin,Только книги и документацию (не прибегая к курсам),3,3,24,Да,Нет
1/3/2018 20:02:49,Pascal/Delphi,Да,T-SQL,,"C#, Rust, PowerShell",C#,"C#, T-SQL",Да,Python,Только книги и документацию (не прибегая к курсам),10+,10+,37,Нет,Да
1/3/2018 20:03:13,Pascal/Delphi,Да,Python,,,Python,Python,Нет,,,<1,<1,,Да,Нет
1/3/2018 20:03:38,Pascal/Delphi,Да,Python,,"C++, Go, Shell",Python,"Python, Go",Нет,,Онлайн курсы,8,5,29,Нет,Не помню
1/3/2018 20:03:53,Pascal/Delphi,Да,JavaScript,,"PHP, Go, Shell",,Go,Да,Go,Онлайн курсы,3,3,29,Да,Не помню
1/3/2018 20:03:53,C#,Да,Objective-C,,"Python, Swift, Shell",Swift,"JavaScript, Python, C, Go, Rust, Assembly",Да,Rust,Только книги и документацию (не прибегая к курсам),1,1,21,Да,Не помню
1/3/2018 20:04:10,JavaScript,Нет,,"JavaScript, PHP","Ruby, Shell",PHP,"JavaScript, PHP",Да,C#,Онлайн курсы,6,6,26,Да,Нет
1/3/2018 20:04:43,Pascal/Delphi,Да,Java,,Java,,Python,Да,Python,Онлайн курсы,4,4,28,Да,Нет
1/3/2018 20:05:07,Pascal/Delphi,Да,JavaScript,,"C#, T-SQL",,,,,Офлайн курсы,3,2,37,Да,Нет
1/3/2018 20:05:14,Pascal/Delphi,Да,Java,,"C#, C++",Java,Java,Да,Kotlin,Только книги и документацию (не прибегая к курсам),3,3,34,Да,Нет
1/3/2018 20:05:37,JavaScript,Да,PHP,,"JavaScript, Shell",Go,"JavaScript, PHP",Да,Go,Только книги и документацию (не прибегая к курсам),3,2,25,Да,Нет
1/3/2018 20:07:06,Basic,Да,Java,,"JavaScript, Scala, PL/SQL",Java,C++,Да,C++,Только книги и документацию (не прибегая к курсам),3,4,35,Да,Да
1/3/2018 20:08:13,Basic,Да,C#,,"T-SQL, PowerShell",C#,,Нет,,Только книги и документацию (не прибегая к курсам),10+,10+,34,Да,Да
1/3/2018 20:08:30,Pascal/Delphi,Да,Python,,Shell,Python,,Трудно сказать,,Онлайн курсы,6,<1,29,Нет,Да
1/3/2018 20:10:49,Basic,Да,TypeScript,,"JavaScript, C#",TypeScript,,Нет,,Только книги и документацию (не прибегая к курсам),10+,5,44,Нет,Да
1/3/2018 20:11:22,C,Да,Python,,JavaScript,Java,Python,Да,Java,Онлайн курсы,<1,2,20,Да,Нет
1/3/2018 20:11:49,C,Да,Swift,,"Swift, Objective-C",Swift,"Swift, Objective-C",Да,Python,Только книги и документацию (не прибегая к курсам),,,,,
1/3/2018 20:12:20,PHP,Да,JavaScript,,"T-SQL, TypeScript",JavaScript,JavaScript,Трудно сказать,Python,Только книги и документацию (не прибегая к курсам),6,3,29,Да,Да
1/3/2018 20:12:36,Python,Да,Python,,"JavaScript, Swift, TypeScript, Shell",C#,"JavaScript, Python, Swift, TypeScript",Да,Scala,Онлайн курсы,4,4,28,Да,Нет
1/3/2018 20:12:53,Pascal/Delphi,Нет,,"Java, JavaScript, Python","TypeScript, Shell",Swift,"Java, JavaScript",Да,TypeScript,Онлайн курсы,,2,28,Нет,Не помню
1/3/2018 20:13:17,Pascal/Delphi,Да,Java,,"JavaScript, PL/SQL",Java,"Java, JavaScript",Да,,Только книги и документацию (не прибегая к курсам),1,1,22,Да,Да
1/3/2018 20:13:21,Pascal/Delphi,Да,Java,,Groovy,Java,"Java, JavaScript, C#",Трудно сказать,Scala,Только книги и документацию (не прибегая к курсам),<1,<1,21,Да,Нет
1/3/2018 20:13:35,Objective-C,Да,Objective-C,,Swift,Swift,Swift,Нет,,,2,1,21,Да,Не помню
1/3/2018 20:13:39,Basic,Да,Python,,"Scala, PL/SQL, Go",Python,,Да,Rust,Только книги и документацию (не прибегая к курсам),10+,2,33,Да,Нет
1/3/2018 20:13:46,ASM,Да,Scala,,Scala,Scala,Scala,Трудно сказать,Erlang,Онлайн курсы,2,1,29,Да,Не помню
1/3/2018 20:13:57,C,Да,Java,,JavaScript,Java,Java,Да,Clojure,Только книги и документацию (не прибегая к курсам),2,2,,Да,Да
1/3/2018 20:14:16,Basic,Да,Java,,"Python, Scala, PL/SQL, Shell",Java,Python,Да,Go,Только книги и документацию (не прибегая к курсам),5,3,,Да,Да
1/3/2018 20:14:23,Pascal/Delphi,Нет,,"JavaScript, C#, Python, C++, C","C#, C",JavaScript,"JavaScript, C++",Нет,,Только книги и документацию (не прибегая к курсам),<1,<1,,Да,Нет
1/3/2018 20:14:37,C,Да,Python,,JavaScript,Python,"Python, Go",Да,Go,Онлайн курсы,<1,<1,20,Да,Нет
1/3/2018 20:15:14,Basic,Да,Swift,,Objective-C,Swift,Objective-C,Трудно сказать,Kotlin,Онлайн курсы,1,1,,Да,Нет
1/3/2018 20:16:10,PHP,Да,PHP,,"JavaScript, TypeScript",Java,C++,Да,Java,Онлайн курсы,1,1,28,Да,Нет
1/3/2018 20:16:10,PHP,Да,PHP,,"JavaScript, TypeScript",Java,C++,Да,Java,Онлайн курсы,1,1,28,Да,Нет
1/3/2018 20:16:36,C++,Да,Objective-C,,"C++, Swift",Swift,C++,Да,JavaScript,Только книги и документацию (не прибегая к курсам),10+,4,42,Да,Нет
1/3/2018 20:18:06,Pascal/Delphi,Да,JavaScript,,TypeScript,JavaScript,,Трудно сказать,,Только книги и документацию (не прибегая к курсам),,,,Да,Да
1/3/2018 20:18:45,Pascal/Delphi,Да,Java,,"Python, Kotlin",Kotlin,"JavaScript, Python, scheme",Да,Kotlin,Только книги и документацию (не прибегая к курсам),<1,<1,,Да,Нет
1/3/2018 20:18:59,C,Да,Java,,"JavaScript, Python, PL/SQL",Python,Python,Трудно сказать,JavaScript,Только книги и документацию (не прибегая к курсам),2,<1,21,Да,Нет
1/3/2018 20:19:13,Java,Да,Java,,,Java,Java,Да,Kotlin,Только книги и документацию (не прибегая к курсам),2,3,32,Да,Нет
1/3/2018 20:20:11,C++,Да,C++,,"PHP, Python",,"PHP, C++",Трудно сказать,,Онлайн курсы,1,10+,,Да,Нет
1/3/2018 20:20:32,Basic,Да,PHP,,JavaScript,PHP,,Нет,,Только книги и документацию (не прибегая к курсам),<1,<1,36,Да,Нет
1/3/2018 20:20:39,C,Да,JavaScript,,"TypeScript, Shell",TypeScript,"Java, JavaScript, Swift, TypeScript",Да,Swift,Только книги и документацию (не прибегая к курсам),2,2,24,Да,Нет
1/3/2018 20:21:12,C++,Да,JavaScript,,PHP,Ruby,"JavaScript, Ruby",Трудно сказать,PHP,Только книги и документацию (не прибегая к курсам),1,<1,22,Да,Да
1/3/2018 20:21:37,Basic,Да,C#,,"JavaScript, PL/SQL, T-SQL",Go,"JavaScript, PHP",Да,Go,Онлайн курсы,10+,10+,37,Нет,Да
1/3/2018 20:22:19,JavaScript,Да,JavaScript,,C#,JavaScript,,Трудно сказать,,Только книги и документацию (не прибегая к курсам),4,4,28,Да,Да
1/3/2018 20:24:24,JavaScript,Да,PHP,,JavaScript,PHP,"JavaScript, PHP, nodejs",Да,nodejs,Только книги и документацию (не прибегая к курсам),3,6,21,Да,Нет
1/3/2018 20:24:35,Pascal/Delphi,Да,Scala,,"Python, Shell, Haskell",Scala,Scala,Да,"OCaml, Haskell",Только книги и документацию (не прибегая к курсам),5,3,25,Да,Да
1/3/2018 20:24:39,Pascal/Delphi,Да,PHP,,"Java, JavaScript, C++, Shell",PHP,"JavaScript, PHP",Трудно сказать,Java,Только книги и документацию (не прибегая к курсам),4,4,25,Да,Нет
1/3/2018 20:25:31,Basic,Да,Java,,"PHP, Python, PL/SQL, Perl, Shell",,"Java, PHP, Python, C++",Трудно сказать,Ruby,Только книги и документацию (не прибегая к курсам),,,,Нет,Нет
1/3/2018 20:25:39,PHP,Нет,,"JavaScript, PHP",,PHP,"JavaScript, PHP",Трудно сказать,,Только книги и документацию (не прибегая к курсам),4,4,27,Да,Нет
1/3/2018 20:26:27,Pascal/Delphi,Да,C#,,"JavaScript, T-SQL",C#,"C#, Python, C, T-SQL",Трудно сказать,Python,Только книги и документацию (не прибегая к курсам),2,2,26,Да,Да
1/3/2018 20:26:35,PHP,Да,PHP,,,PHP,PHP,Да,Python,Онлайн курсы,1,1,22,Да,Нет
1/3/2018 20:27:31,Basic,Нет,,"JavaScript, T-SQL",Java,C#,C#,Трудно сказать,Swift,Онлайн курсы,10+,6,36,Нет,Не помню
1/3/2018 20:27:49,Pascal/Delphi,Да,Swift,,,Swift,Swift,Трудно сказать,Kotlin,Только книги и документацию (не прибегая к курсам),1,1,25,Да,Да
1/3/2018 20:27:57,Pascal/Delphi,Да,Java,,PL/SQL,Java,,Трудно сказать,,Онлайн курсы,,,24,Да,Нет
1/3/2018 20:28:19,Pascal/Delphi,Да,JavaScript,,"Python, Shell",JavaScript,"JavaScript, Python",Нет,,Онлайн курсы,8,4,28,Да,Да
1/3/2018 20:28:32,Pascal/Delphi,Да,PHP,,,PHP,,Да,JavaScript,Онлайн курсы,1,1,26,Да,Да
1/3/2018 20:28:38,Basic,Да,C,,"JavaScript, C++, Shell",C,,Да,JavaScript,Онлайн курсы,10+,10+,42,Нет,Да
1/3/2018 20:29:46,Python,Да,Python,,,Python,Python,Трудно сказать,JavaScript,Онлайн курсы,4,2,28,Да,Не помню
1/3/2018 20:30:04,Basic,Да,C,,"Python, C++, Octave",Rust,"Python, Rust",Трудно сказать,,Онлайн курсы,10+,7,30,Да,Да
1/3/2018 20:30:18,Java,Да,Java,,Shell,Rust,JavaScript,,Julia,Офлайн курсы,,,,Нет,Нет
1/3/2018 20:31:08,PHP,Да,PHP,,,,,Да,PHP,Офлайн курсы,2,2,20,Да,Да
1/3/2018 20:31:15,Java,Да,Java,,JavaScript,Kotlin,,Трудно сказать,Kotlin,Онлайн курсы,1,1,22,Да,Да
1/3/2018 20:31:39,Java,Да,JavaScript,,"Java, TypeScript, Kotlin",Kotlin,"Java, JavaScript",Да,Kotlin,Онлайн курсы,2,2,26,Да,Да
1/3/2018 20:31:49,JavaScript,Да,JavaScript,,,JavaScript,"JavaScript, Python",Да,Python,Онлайн курсы,3,3,37,Да,Да
1/3/2018 20:31:55,Pascal/Delphi,Да,Java,,"JavaScript, C#, Scala, PL/SQL, T-SQL",Kotlin,"Java, C#, Scala",Да,Go,Онлайн курсы,10+,5,31,Да,Да
1/3/2018 20:32:28,PHP,Да,PHP,,JavaScript,PHP,,Да,Go,Только книги и документацию (не прибегая к курсам),1,1,22,Да,Нет
1/3/2018 20:32:48,C++,Да,C#,,"JavaScript, PL/SQL, T-SQL",C#,,Да,JavaScript,Онлайн курсы,<1,<1,21,Да,Не помню
1/3/2018 20:33:07,Pascal/Delphi,Да,Java,,"JavaScript, Python, Scala, Go, Groovy",Java,"Java, Scala, Groovy",Да,Kotlin,Только книги и документацию (не прибегая к курсам),5,5,25,Нет,Да
1/3/2018 20:33:10,Basic,Да,PHP,,"JavaScript, Python, T-SQL, Perl, Shell",PHP,"JavaScript, PHP, Python, Perl",Да,Java,Онлайн курсы,10+,10+,37,Да,Нет
1/3/2018 20:33:53,PHP,Да,PHP,,,PHP,PHP,Нет,,,4,3,26,Да,Да
1/3/2018 20:35:15,C,Да,Ruby,,JavaScript,Go,Ruby,Трудно сказать,Elixir,Только книги и документацию (не прибегая к курсам),2,1,21,Да,Да
1/3/2018 20:36:22,Basic,Да,Action Script / Java EE,,"Java, JavaScript, C++, Scala, ActionScript, Shell",,"Java, ActionScript",Нет,,Только книги и документацию (не прибегая к курсам),8,8,29,Да,Нет
1/3/2018 20:36:25,JavaScript,Да,JavaScript,,JavaScript,JavaScript,JavaScript,Трудно сказать,Go,Онлайн курсы,2,2,28,Да,Да
1/3/2018 20:36:33,Java,Да,Java,,,Java,Java,Трудно сказать,,Только книги и документацию (не прибегая к курсам),3,3,24,Да,Не помню
1/3/2018 20:36:44,Basic,Да,Java,,"JavaScript, T-SQL",Java,"Java, Go",Да,Go,Только книги и документацию (не прибегая к курсам),7,7,28,Да,Да
1/3/2018 20:37:37,C++,Да,JavaScript,,"JavaScript, PHP, Python, TypeScript",,"JavaScript, TypeScript",Нет,Python,Онлайн курсы,2,2,25,Да,Нет
1/3/2018 20:38:12,Basic,Да,C#,,"JavaScript, C++, T-SQL, TypeScript",C#,C#,Трудно сказать,,Офлайн курсы,10+,10+,43,Да,Да
1/3/2018 20:39:01,C#,Да,C#,,JavaScript,C#,C#,Да,C++,Только книги и документацию (не прибегая к курсам),<1,2,25,Да,Нет
1/3/2018 20:40:27,Pascal/Delphi,Да,TypeScript,,"JavaScript, TypeScript",TypeScript,TypeScript,Нет,,Онлайн курсы,4,4,29,Да,Да
1/3/2018 20:40:33,Python,Да,Python,,JavaScript,,no,Трудно сказать,,Офлайн курсы,<1,<1,25,Да,Не помню
1/3/2018 20:41:03,JavaScript,Да,JavaScript,,"JavaScript, TypeScript",JavaScript,,Нет,,Онлайн курсы,2,2,34,Да,Нет
1/3/2018 20:41:19,Basic,Да,PL/SQL,,"Java, R",,"PL/SQL, R",Нет,,Онлайн курсы,10+,8,37,Да,Да
1/3/2018 20:41:55,ASM,Да,Ruby,,"JavaScript, PL/SQL, Shell",Ruby,Ruby,Да,C++,Только книги и документацию (не прибегая к курсам),9,6,30,Да,Да
1/3/2018 20:42:08,Basic,Да,Python,,"C#, C, Shell",C#,C#,Трудно сказать,,Только книги и документацию (не прибегая к курсам),10+,<1,33,Нет,Да
1/3/2018 20:42:13,Python,Да,Python,,"JavaScript, PL/SQL, Shell",Python,Python,Трудно сказать,TypeScript,Только книги и документацию (не прибегая к курсам),4,5,29,Да,Не помню
1/3/2018 20:42:23,PHP,Да,PHP,,JavaScript,PHP,,Нет,,Только книги и документацию (не прибегая к курсам),,,,Да,Да
1/3/2018 20:42:31,Basic,Да,Java,,"JavaScript, PL/SQL, Groovy",Java,Java,Да,Kotlin,Офлайн курсы,4,4,33,Да,Нет
1/3/2018 20:42:55,Pascal/Delphi,Да,C#,,"JavaScript, T-SQL",C#,,Да,C++,Только книги и документацию (не прибегая к курсам),5,5,,Нет,Да
1/3/2018 20:43:02,Java,Да,Java,,,Java,Java,Да,Kotlin,Онлайн курсы,,,,Да,Нет
1/3/2018 20:43:47,C,Нет,,"JavaScript, Ruby","Python, C++",Ruby,"JavaScript, C++, Ruby",Да,JavaScript,Только книги и документацию (не прибегая к курсам),3,3,23,Да,Не помню
1/3/2018 20:43:57,Pascal/Delphi,Да,Objective-C,,Swift,Swift,"Swift, Objective-C",Да,JavaScript,Онлайн курсы,4,4,,,Не помню
1/3/2018 20:44:07,,Нет,,JavaScript,C#,C#,,Трудно сказать,,,,,,Да,Нет
1/3/2018 20:44:20,Pascal/Delphi,Да,JavaScript,,"PHP, PL/SQL",JavaScript,,Да,TypeScript,Только книги и документацию (не прибегая к курсам),1,<1,26,Нет,Нет
1/3/2018 20:44:52,Pascal/Delphi,Нет,,"Java, JavaScript, PHP, Python, C, ActionScript, TypeScript","Python, Swift, Objective-C",JavaScript,"JavaScript, PHP",,,Онлайн курсы,,,,Да,Да
1/3/2018 20:44:58,PHP,Да,PHP,,JavaScript,C#,"JavaScript, C#, PHP",Да,Java,Только книги и документацию (не прибегая к курсам),2,2,21,Да,Нет
1/3/2018 20:44:59,C#,Да,Java,,Kotlin,Kotlin,"Java, Kotlin",Трудно сказать,Swift,Только книги и документацию (не прибегая к курсам),2,2,25,Да,Да
1/3/2018 20:45:42,Калькулятор мк,Да,PHP,,JavaScript,JavaScript,,Трудно сказать,Python,Только книги и документацию (не прибегая к курсам),7,7,37,Да,Нет
1/3/2018 20:46:38,Basic,Да,Java,,"Java, Python, Shell",Kotlin,"Java, C++",Да,Go,Только книги и документацию (не прибегая к курсам),10+,10+,42,Нет,Нет
1/3/2018 20:47:40,Pascal/Delphi,Да,JavaScript,,"Python, TypeScript",JavaScript,JavaScript,Да,Python,Онлайн курсы,1,1,21,Да,Нет
1/3/2018 20:47:55,Pascal/Delphi,Да,C#,,"JavaScript, T-SQL",C#,"JavaScript, C#, T-SQL, TypeScript",Нет,,Только книги и документацию (не прибегая к курсам),3,3,23,Да,Нет
1/3/2018 20:49:17,Basic,Нет,,"JavaScript, PHP",Shell,PHP,,Трудно сказать,elexir,Только книги и документацию (не прибегая к курсам),10+,8,32,Нет,Да
1/3/2018 20:50:15,Pascal/Delphi,Да,Python,,Java,,"Java, Python",Нет,,Только книги и документацию (не прибегая к курсам),3,1,,Да,Нет
1/3/2018 20:50:26,C++,Да,Swift,,"JavaScript, Objective-C",Swift,Swift,Нет,Kotlin,Онлайн курсы,3,2,21,Да,Нет
1/3/2018 20:50:40,Pascal/Delphi,Да,Java,,JavaScript,Java,"Java, groovy",Трудно сказать,Kotlin,Только книги и документацию (не прибегая к курсам),<1,1,27,Да,Не помню
1/3/2018 20:51:39,C++,Да,C#,,"JavaScript, T-SQL, Go",C#,,Нет,,,3,3,22,Да,Не помню
1/3/2018 20:51:47,JavaScript,Да,JavaScript,,"Python, TypeScript",JavaScript,"JavaScript, TypeScript",Да,Java,Онлайн курсы,2,2,40,Нет,Нет
1/3/2018 20:51:55,Pascal/Delphi,Да,PHP,,"Swift, Js",PHP,"PHP, Swift",Да,Python,Онлайн курсы,10+,10+,33,Да,Нет
1/3/2018 20:51:57,C++,Да,C++,,"JavaScript, C#, Objective-C",C++,C++,Да,Python,Только книги и документацию (не прибегая к курсам),5,4,25,Да,Да
1/3/2018 20:52:01,Pascal/Delphi,Да,Scala,,"Java, Python, Go",Scala,Go,Да,Python,Онлайн курсы,6,3,28,Нет,Нет
1/3/2018 20:52:50,Basic,Да,Python,,"JavaScript, Ruby",Python,"Python, Ruby",Нет,,,10+,<1,36,Нет,Да
1/3/2018 20:53:29,C,Да,Go,,"Python, C",Go,"C++, C",Да,C++,Только книги и документацию (не прибегая к курсам),9,1,33,Да,Да
1/3/2018 20:53:57,Basic,Да,Java,,"Java, JavaScript, PHP, Python",Go,Python,Да,Go,Только книги и документацию (не прибегая к курсам),7,<1,30,Да,Нет
