"","Timestamp","FirstLanguage","MainLanguage","NowLanguage","Main2","AdditionalLanguages1","NextLanguage","PetProjectsLanguages","Learn","LearnLanguage","LearnWay","ExperienceInProgrammingYears","ExperienceInLanguageYears","AgeYears","InUA","InPrev","ExperienceInProgramming","ExperienceInLanguage","Age"
"5093","1/2/2019 20:33:30","Basic","Так/Да","Java","","Scala","Java","Java","Так / Да","Kotlin","Книги та документацію // Книги и документацию",25,3,41,"Так /  Да","Не пам'ятаю /  Не помню",NA,"3",41
"5094","1/2/2019 20:33:33","Basic","Так/Да","JavaScript","","","JavaScript","JavaScript","Ні / Нет","none","Онлайн-курси // Онлайн-курсы",1,1,29,"Так /  Да","Ні / Нет","1","1",29
"5095","1/2/2019 20:34:23","PHP","Так/Да","Ruby","","JavaScript, PHP","Python","Ruby","Ні / Нет","JavaScript","Книги та документацію // Книги и документацию",NA,NA,NA,"Так /  Да","Не пам'ятаю /  Не помню",NA,NA,NA
"5096","1/2/2019 20:34:36","Pascal/Delphi","Так/Да","Go","","Shell","Go","JavaScript, Go","Ні / Нет","none","Офлайн-курси // Офлайн-курсы",7,2,27,"Так /  Да","Так  / Да","7","2",27
"5097","1/2/2019 20:35:26","Pascal/Delphi","Так/Да","Python","","C#","C#","C#, Python, C++, Pascal/Delphi","Так / Да","JavaScript","Офлайн-курси // Офлайн-курсы",4,2,23,"Так /  Да","Ні / Нет","4","2",23
"5098","1/2/2019 20:35:26","C++","Так/Да","C++","","Pascal/Delphi","C++","C++, Pascal/Delphi","Так / Да","Python","Онлайн-курси // Онлайн-курсы",NA,NA,NA,"Так /  Да","Ні / Нет",NA,NA,NA
"5099","1/2/2019 20:36:06","Basic","Так/Да","Java","","JavaScript, Shell, Go, T-SQL","Go","JavaScript, Go, Groovy","Так / Да","Rust","Книги та документацію // Книги и документацию",10,9,42,"Ні / Нет","Не пам'ятаю /  Не помню",NA,"9",42
"5100","1/2/2019 20:37:09","Pascal/Delphi","Так/Да","JavaScript","","C#, PHP, C++","Ruby","","Ні / Нет","none","Книги та документацію // Книги и документацию",2,1,24,"Так /  Да","Ні / Нет","2","1",24
"5101","1/2/2019 20:37:20","Pascal/Delphi","Так/Да","Python","","JavaScript, Shell, Go","Python","","Так / Да","Haskell","Книги та документацію // Книги и документацию",5,5,25,"Так /  Да","Не пам'ятаю /  Не помню","5","5",25
"5102","1/2/2019 20:37:48","Pascal/Delphi","Так/Да","Python","","JavaScript","Python","JavaScript, Python","Так / Да","Go","Книги та документацію // Книги и документацию",2,1,20,"Так /  Да","Ні / Нет","2","1",20
"5104","1/2/2019 20:38:30","Python","Так/Да","Python","","JavaScript","Python","Python","Так / Да","JavaScript","Книги та документацію // Книги и документацию",0.5,0.5,32,"Так /  Да","Ні / Нет",NA,NA,32
"5106","1/2/2019 20:39:37","Pascal/Delphi","Так/Да","Java","","JavaScript, Shell, Python","Java","Python","Так / Да","Go","Книги та документацію // Книги и документацию",3,2,45,"Так /  Да","Не пам'ятаю /  Не помню","3","2",45
"5107","1/2/2019 20:40:04","Python","Так/Да","Python","","JavaScript","Python","","Так / Да","JavaScript","Книги та документацію // Книги и документацию",NA,2,30,"Так /  Да","Ні / Нет",NA,"2",30
"5108","1/2/2019 20:40:27","Python","Так/Да","Python","","JavaScript, Java, Swift","Python","","Так / Да","JavaScript","Книги та документацію // Книги и документацию",3,2,31,"Так /  Да","Ні / Нет","3","2",31
"5109","1/2/2019 20:40:42","Pascal/Delphi","Так/Да","Python","","C++, Pascal/Delphi","Python","Python","Ні / Нет","none","Онлайн-курси // Онлайн-курсы",NA,NA,NA,"Так /  Да","Ні / Нет",NA,NA,NA
"5110","1/2/2019 20:41:04","C","Так/Да","C#","","JavaScript, C#, PHP, T-SQL","C#","C#, PHP","Так / Да","JavaScript","Книги та документацію // Книги и документацию",2,1,37,"Так /  Да","Ні / Нет","2","1",37
"5112","1/2/2019 20:41:40","Pascal/Delphi","Так/Да","PHP","","JavaScript","PHP","PHP","Так / Да","JavaScript","Книги та документацію // Книги и документацию",2,NA,24,"Так /  Да","Ні / Нет","2",NA,24
"5113","1/2/2019 20:42:23","Basic","Так/Да","C#","","","C#","C#","Так / Да","TypeScript","Книги та документацію // Книги и документацию",3,3,23,"Так /  Да","Ні / Нет","3","3",23
"5114","1/2/2019 20:42:36","Pascal/Delphi","Так/Да","JavaScript","","TypeScript","JavaScript","JavaScript","Так / Да","Go","Онлайн-курси // Онлайн-курсы",2,2,31,"Так /  Да","Не пам'ятаю /  Не помню","2","2",31
"5115","1/2/2019 20:43:07","Basic","Так/Да","Java","","Shell, Python, Kotlin, T-SQL","Kotlin","Kotlin","Ні / Нет","none","Книги та документацію // Книги и документацию",10,4,32,"Ні / Нет","Так  / Да",NA,"4",32
"5116","1/2/2019 20:43:08","Pascal/Delphi","Так/Да","PHP","","Java","Java","","Так / Да","Kotlin","Онлайн-курси // Онлайн-курсы",12,9,35,"Ні / Нет","Не пам'ятаю /  Не помню",NA,"9",35
"5118","1/2/2019 20:43:58","Python","Так/Да","Python","","R","Python","Python","Ні / Нет","Scala","Онлайн-курси // Онлайн-курсы",3,3,31,"Так /  Да","Ні / Нет","3","3",31
"5119","1/2/2019 20:44:08","Java","Так/Да","Java","","Shell, Python, Scala, Kotlin","Java","Java, Python, Scala","Так / Да","Go","Онлайн-курси // Онлайн-курсы",7,7,28,"Ні / Нет","Так  / Да","7","7",28
"5121","1/2/2019 20:44:43","JavaScript","Так/Да","JavaScript","","","JavaScript","","Так / Да","Go","Онлайн-курси // Онлайн-курсы",1,1,24,"Так /  Да","Ні / Нет","1","1",24
"5122","1/2/2019 20:44:50","C++","Так/Да","C#","","T-SQL","C#","C#","Так / Да","Rust","Книги та документацію // Книги и документацию",10,10,36,"Так /  Да","Ні / Нет",NA,NA,36
"5124","1/2/2019 20:45:52","Pascal/Delphi","Так/Да","C#","","Java, Objective-C","C#","C#, Go","Так / Да","Java","Офлайн-курси // Офлайн-курсы",8,3,29,"Так /  Да","Не пам'ятаю /  Не помню","8","3",29
"5125","1/2/2019 20:45:58","Pascal/Delphi","Так/Да","C#","","JavaScript, TypeScript, T-SQL","C#","C#","Так / Да","F#","Книги та документацію // Книги и документацию",4,4,23,"Так /  Да","Так  / Да","4","4",23
"5126","1/2/2019 20:46:00","C++","Так/Да","C","","Shell","Python","C++","Так / Да","PHP","Онлайн-курси // Онлайн-курсы",0,0,20,"Так /  Да","Ні / Нет",NA,NA,20
"5127","1/2/2019 20:46:13","Pascal/Delphi","Так/Да","Python","","JavaScript, Shell","Python","Java, Python, R","Ні / Нет","none","Онлайн-курси // Онлайн-курсы",10,4,42,"Ні / Нет","Так  / Да",NA,"4",42
"5128","1/2/2019 20:46:37","C++","Так/Да","C++","","C","C++","C++, C","Ні / Нет","none","",5,4,38,"Так /  Да","Ні / Нет","5","4",38
"5129","1/2/2019 20:47:18","Pascal/Delphi","Так/Да","Java","","JavaScript, Shell, TypeScript, PL-SQL","Java","Java, Go","","none","Книги та документацію // Книги и документацию",7,7,28,"Так /  Да","Так  / Да","7","7",28
"5130","1/2/2019 20:47:28","C++","Так/Да","C++","","C++","C++","C++","","Objective-C","Онлайн-курси // Онлайн-курсы",0,2,18,"Так /  Да","Ні / Нет",NA,"2",18
"5131","1/2/2019 20:47:48","Java","Так/Да","Java","","JavaScript, TypeScript","Kotlin","Java, JavaScript, TypeScript","Ні / Нет","none","",5,5,25,"Так /  Да","Не пам'ятаю /  Не помню","5","5",25
"5132","1/2/2019 20:48:11","Java","Так/Да","JavaScript","","PHP, TypeScript","TypeScript","JavaScript, TypeScript","Так / Да","PHP","Онлайн-курси // Онлайн-курсы",1,2,28,"Так /  Да","Ні / Нет","1","2",28
"5133","1/2/2019 20:48:32","Pascal/Delphi","Так/Да","C#","","C#, Python, Pascal/Delphi","C#","C#","Так / Да","JavaScript","Онлайн-курси // Онлайн-курсы",3,3,24,"Так /  Да","Ні / Нет","3","3",24
"5134","1/2/2019 20:48:42","PHP","Так/Да","Python","","JavaScript, PHP","JavaScript","PHP","Так / Да","Kotlin","Онлайн-курси // Онлайн-курсы",2,2,15,"Так /  Да","Ні / Нет","2","2",NA
"5135","1/2/2019 20:49:07","Basic","Так/Да","PHP","","JavaScript","PHP","PHP","","none","Онлайн-курси // Онлайн-курсы",2,2,37,"Так /  Да","Так  / Да","2","2",37
"5136","1/2/2019 20:49:37","Pascal/Delphi","Так/Да","Java","","JavaScript, Scala","Java","Java","Так / Да","Go","Книги та документацію // Книги и документацию",6,4,25,"Так /  Да","Так  / Да","6","4",25
"5137","1/2/2019 20:51:12","Pascal/Delphi","Так/Да","PHP","","JavaScript, C++, PL-SQL","Go","PHP","Так / Да","Go","Книги та документацію // Книги и документацию",14,14,33,"Так /  Да","Так  / Да",NA,NA,33
"5138","1/2/2019 20:52:25","Pascal/Delphi","Так/Да","JavaScript","","JavaScript, Java","JavaScript","","Так / Да","Java","Онлайн-курси // Онлайн-курсы",1,1,21,"Так /  Да","Ні / Нет","1","1",21
"5139","1/2/2019 20:52:28","Python","Так/Да","Go","","JavaScript, TypeScript","C","JavaScript, Go","Так / Да","C","Онлайн-курси // Онлайн-курсы",2,1.5,21,"Так /  Да","Так  / Да","2",NA,21
"5140","1/2/2019 20:52:49","Basic","Так/Да","Python","","JavaScript, Shell","Python","Python","Так / Да","Go","Онлайн-курси // Онлайн-курсы",3,6,35,"Так /  Да","Ні / Нет","3","6",35
"5141","1/2/2019 20:53:29","PHP","Так/Да","JavaScript","","TypeScript","JavaScript","JavaScript, PHP, Python, TypeScript","Так / Да","Python","Онлайн-курси // Онлайн-курсы",9,6,30,"Так /  Да","Ні / Нет","9","6",30
"5142","1/2/2019 20:53:43","Pascal/Delphi","Так/Да","Python","","R","Python","Python, R","Так / Да","Scala","Книги та документацію // Книги и документацию",1,2,22,"Так /  Да","Не пам'ятаю /  Не помню","1","2",22
"5143","1/2/2019 20:54:02","Swift","Так/Да","Swift","","Swift","Swift","Swift","Ні / Нет","none","Книги та документацію // Книги и документацию",1.5,1.5,27,"Так /  Да","Ні / Нет",NA,NA,27
"5144","1/2/2019 20:54:07","Basic","Так/Да","Java","","JavaScript, Shell","Java","Java","Ні / Нет","none","",7,5,26,"Так /  Да","Так  / Да","7","5",26
"5145","1/2/2019 20:54:18","Pascal/Delphi","Так/Да","Scala","","JavaScript, Shell, Java","Scala","","Так / Да","Go","Книги та документацію // Книги и документацию",4,3,22,"Так /  Да","Так  / Да","4","3",22
"5146","1/2/2019 20:54:49","Pascal/Delphi","Так/Да","Python","","Shell, C++","Python","Python, C++","Так / Да","C++","Онлайн-курси // Онлайн-курсы",5,4,27,"Так /  Да","Не пам'ятаю /  Не помню","5","4",27
"5148","1/2/2019 20:55:49","Python","Так/Да","Python","","JavaScript","Python","Python","Так / Да","Go","Книги та документацію // Книги и документацию",2,2,30,"Так /  Да","Так  / Да","2","2",30
"5150","1/2/2019 20:56:19","Pascal/Delphi","Так/Да","1C","","Objective-C, Pascal/Delphi","1C","Pascal/Delphi","Так / Да","Objective-C","Онлайн-курси // Онлайн-курсы",7,5,32,"Так /  Да","Ні / Нет","7","5",32
"5151","1/2/2019 20:56:32","Basic","Так/Да","Java","","","Java","","Так / Да","Java","Офлайн-курси // Офлайн-курсы",0,1,18,"Так /  Да","Ні / Нет",NA,"1",18
"5152","1/2/2019 20:56:51","Pascal/Delphi","Так/Да","C#","","JavaScript, T-SQL","C#","C#, T-SQL","Так / Да","TypeScript","Онлайн-курси // Онлайн-курсы",1,2,27,"Так /  Да","Ні / Нет","1","2",27
"5153","1/2/2019 20:57:32","Objective-C","Так/Да","Swift","","Objective-C","Swift","Swift","Ні / Нет","none","Онлайн-курси // Онлайн-курсы",2,1,31,"Так /  Да","Ні / Нет","2","1",31
"5154","1/2/2019 20:57:35","Pascal/Delphi","Так/Да","Pascal/Delphi","","C++","Java","C++, Pascal/Delphi","Так / Да","Python","Офлайн-курси // Офлайн-курсы",15,15,30,"Так /  Да","Ні / Нет",NA,NA,30
"5155","1/2/2019 20:57:54","Basic","Так/Да","Java","","TypeScript","Java","","Так / Да","TypeScript","Книги та документацію // Книги и документацию",11,11,35,"Так /  Да","Не пам'ятаю /  Не помню",NA,NA,35
"5156","1/2/2019 20:57:56","JavaScript","Так/Да","C#","","JavaScript, TypeScript, PL-SQL","Python","JavaScript, C#, TypeScript","Так / Да","Python","Книги та документацію // Книги и документацию",1.5,1.5,20,"Так /  Да","Не пам'ятаю /  Не помню",NA,NA,20
"5157","1/2/2019 20:58:23","Pascal/Delphi","Так/Да","Python","","JavaScript, PL-SQL","Python","","Так / Да","JavaScript","Книги та документацію // Книги и документацию",4,2,26,"Так /  Да","Не пам'ятаю /  Не помню","4","2",26
"5158","1/2/2019 20:58:42","Python","Так/Да","JavaScript","","JavaScript","JavaScript","JavaScript","Так / Да","PHP","Книги та документацію // Книги и документацию",1,1,24,"Так /  Да","Ні / Нет","1","1",24
"5159","1/2/2019 20:58:56","Pascal/Delphi","Так/Да","Java","","JavaScript, Shell, C++","Java","Java","Так / Да","Python","Книги та документацію // Книги и документацию",10,4,43,"Так /  Да","Так  / Да",NA,"4",43
"5161","1/2/2019 20:59:20","C++","Так/Да","Swift","","","Swift","Swift","Ні / Нет","none","Книги та документацію // Книги и документацию",3,2,25,"Так /  Да","Так  / Да","3","2",25
"5162","1/2/2019 20:59:41","PHP","Так/Да","PHP","","JavaScript, Go","PHP","PHP","Так / Да","JavaScript","Книги та документацію // Книги и документацию",2,2,38,"Так /  Да","Ні / Нет","2","2",38
"5163","1/2/2019 21:00:34","Basic","Так/Да","JavaScript","","TypeScript, T-SQL","JavaScript","JavaScript","Ні / Нет","none","Книги та документацію // Книги и документацию",1.5,1.5,31,"Так /  Да","Ні / Нет",NA,NA,31
"5164","1/2/2019 21:01:13","JavaScript","Так/Да","JavaScript","","TypeScript","TypeScript","JavaScript","Так / Да","JavaScript","Книги та документацію // Книги и документацию",3,2,28,"Так /  Да","Так  / Да","3","2",28
"5165","1/2/2019 21:01:31","JavaScript","Так/Да","JavaScript","","JavaScript, PHP","JavaScript","JavaScript, PHP","Так / Да","Python","Книги та документацію // Книги и документацию",NA,NA,NA,"Так /  Да","",NA,NA,NA
"5166","1/2/2019 21:01:35","JavaScript","Так/Да","JavaScript","","PHP","JavaScript","JavaScript","Так / Да","PHP","Онлайн-курси // Онлайн-курсы",1,2,32,"Так /  Да","Ні / Нет","1","2",32
"5167","1/2/2019 21:01:45","Python","Так/Да","Python","","R","Python","Python","Ні / Нет","none","Книги та документацію // Книги и документацию",2,3,34,"Ні / Нет","Не пам'ятаю /  Не помню","2","3",34
"5168","1/2/2019 21:01:54","Pascal/Delphi","Так/Да","Python","","JavaScript, Shell, Go","Python","JavaScript, Python, C++","Так / Да","Go","Книги та документацію // Книги и документацию",4,3,36,"Так /  Да","Не пам'ятаю /  Не помню","4","3",36
"5169","1/2/2019 21:02:36","Pascal/Delphi","Так/Да","C#","","JavaScript, C#, TypeScript, T-SQL","C#","JavaScript, C#, TypeScript","Так / Да","C++","Онлайн-курси // Онлайн-курсы",8,8,33,"Так /  Да","Так  / Да","8","8",33
"5170","1/2/2019 21:02:51","Pascal/Delphi","Так/Да","Java","","","Java","","Ні / Нет","none","Книги та документацію // Книги и документацию",1,1,28,"Так /  Да","Ні / Нет","1","1",28
"5172","1/2/2019 21:03:35","C","Так/Да","C#","","JavaScript, T-SQL","C#","","Ні / Нет","none","",3,3,25,"Так /  Да","Ні / Нет","3","3",25
"5173","1/2/2019 21:04:00","Pascal/Delphi","Так/Да","Ruby","","JavaScript, Shell","Ruby","Ruby","Так / Да","TypeScript","Онлайн-курси // Онлайн-курсы",14,4,35,"Так /  Да","Ні / Нет",NA,"4",35
"5174","1/2/2019 21:04:07","Pascal/Delphi","Так/Да","PHP","","JavaScript, C#, Python, C++","PHP","JavaScript, Python","Так / Да","JavaScript","Книги та документацію // Книги и документацию",7,3,29,"Так /  Да","Ні / Нет","7","3",29
"5176","1/2/2019 21:05:51","Pascal/Delphi","Так/Да","C","","Shell, PHP, Python, C++, PL-SQL, T-SQL","C","C, PL-SQL, T-SQL","Так / Да","verilog","Книги та документацію // Книги и документацию",15,6,33,"Так /  Да","Не пам'ятаю /  Не помню",NA,"6",33
"5177","1/2/2019 21:06:05","Pascal/Delphi","Так/Да","Java","","JavaScript","Java","Java, TypeScript, Kotlin","Так / Да","JavaScript","Книги та документацію // Книги и документацию",NA,NA,NA,"Так /  Да","Так  / Да",NA,NA,NA
"5178","1/2/2019 21:06:20","C","Так/Да","C#","","Python, C++, T-SQL","C#","C#, Python, C++, TypeScript","Так / Да","TypeScript","Онлайн-курси // Онлайн-курсы",1,1,24,"Так /  Да","Ні / Нет","1","1",24
"5179","1/2/2019 21:06:28","C","Так/Да","Python","","Go","Elixir","Python, Go","Так / Да","Elixir ","Книги та документацію // Книги и документацию",5,5,33,"Так /  Да","Ні / Нет","5","5",33
"5180","1/2/2019 21:07:04","Basic","Так/Да","Swift","","Objective-C","Swift","Python, Swift, Go","Так / Да","Haskell","Книги та документацію // Книги и документацию",4,2,22,"Так /  Да","Не пам'ятаю /  Не помню","4","2",22
"5181","1/2/2019 21:07:16","Pascal/Delphi","Так/Да","Java","","","Java","Java","Ні / Нет","none","Книги та документацію // Книги и документацию",2,2,35,"Так /  Да","Ні / Нет","2","2",35
"5183","1/2/2019 21:07:31","Pascal/Delphi","Так/Да","PHP","","JavaScript, Shell, PHP, Python, C, Perl","C++","JavaScript, PHP, Python, C, Pascal/Delphi, Perl","","none","Книги та документацію // Книги и документацию",NA,NA,NA,"Так /  Да","Ні / Нет",NA,NA,NA
"5184","1/2/2019 21:07:36","C++","Так/Да","C++","","C#","C++","C++","Ні / Нет","none","Книги та документацію // Книги и документацию",NA,NA,NA,"","",NA,NA,NA
"5185","1/2/2019 21:07:46","C++","Так/Да","Python","","PL-SQL","Python","Python","Так / Да","Go","Книги та документацію // Книги и документацию",5,2,26,"Ні / Нет","Не пам'ятаю /  Не помню","5","2",26
"5187","1/2/2019 21:08:41","Basic","Так/Да","Java","","JavaScript, Shell, Java, C#, C++, Swift, TypeScript, C, Objective-C, Kotlin","Java","Java, JavaScript, Go","Так / Да","Go","Книги та документацію // Книги и документацию",15,10,35,"Так /  Да","Так  / Да",NA,NA,35
"5188","1/2/2019 21:09:18","Pascal/Delphi","Так/Да","JavaScript","","Shell, Go, TypeScript","TypeScript","JavaScript, Go, TypeScript","Так / Да","Go","Онлайн-курси // Онлайн-курсы",3,3,21,"Так /  Да","Ні / Нет","3","3",21
"5189","1/2/2019 21:09:20","Pascal/Delphi","Так/Да","C++","","Java, Python, TypeScript, C","Objective-C","Java, Python, Rust","Так / Да","Go","Книги та документацію // Книги и документацию",11,11,33,"Так /  Да","Ні / Нет",NA,NA,33
"5190","1/2/2019 21:09:49","C++","Так/Да","Python","","R","Python","","Ні / Нет","none","Онлайн-курси // Онлайн-курсы",1,0.5,21,"Так /  Да","Ні / Нет","1",NA,21
"5191","1/2/2019 21:09:53","JavaScript","Так/Да","JavaScript","","JavaScript, PHP","JavaScript","JavaScript, PHP","Так / Да","TypeScript","Онлайн-курси // Онлайн-курсы",NA,NA,NA,"Так /  Да","Ні / Нет",NA,NA,NA
"5192","1/2/2019 21:10:00","Pascal/Delphi","Так/Да","JavaScript","","JavaScript","JavaScript","","Так / Да","TypeScript","Онлайн-курси // Онлайн-курсы",2,2,34,"Так /  Да","Так  / Да","2","2",34
"5193","1/2/2019 21:10:21","Basic","Так/Да","PHP","","JavaScript, Shell","PHP","Java, JavaScript, PHP, Python, C++, Objective-C, Pascal/Delphi, ActionScript","Так / Да","Go","Книги та документацію // Книги и документацию",13,11,34,"Так /  Да","Ні / Нет",NA,NA,34
"5196","1/2/2019 21:12:15","C","Так/Да","C++","","Shell, Python, C++, C","C++","C++, C","Ні / Нет","none","Книги та документацію // Книги и документацию",3,2,16,"Так /  Да","Ні / Нет","3","2",16
"5197","1/2/2019 21:13:03","PHP","Так/Да","PHP","","JavaScript","PHP","Java, JavaScript, Python","Так / Да","Python","Книги та документацію // Книги и документацию",2,2,21,"Так /  Да","Не пам'ятаю /  Не помню","2","2",21
"5198","1/2/2019 21:13:57","Pascal/Delphi","Так/Да","PHP","","JavaScript","Java","PHP","Так / Да","Java","Онлайн-курси // Онлайн-курсы",NA,NA,NA,"Так /  Да","Ні / Нет",NA,NA,NA
"5199","1/2/2019 21:14:15","Python","Так/Да","Python","","JavaScript, Python","Python","Python, Swift","Так / Да","Swift","Онлайн-курси // Онлайн-курсы",3,3,23,"Так /  Да","Ні / Нет","3","3",23
"5200","1/2/2019 21:14:38","Pascal/Delphi","Так/Да","Java","","Shell, C#, C++","C#","C#, C++, Kotlin","Так / Да","Kotlin","Книги та документацію // Книги и документацию",12,8,31,"Так /  Да","Ні / Нет",NA,"8",31
"5201","1/2/2019 21:15:13","C++","Так/Да","C#","","Java","C#","Java, C#","Ні / Нет","C#","Онлайн-курси // Онлайн-курсы",0,2,19,"Так /  Да","Ні / Нет",NA,"2",19
"5202","1/2/2019 21:15:32","C","Так/Да","JavaScript","","JavaScript, C#, TypeScript","TypeScript","C#","Так / Да","Haskell","Книги та документацію // Книги и документацию",0.5,0.5,22,"Так /  Да","Ні / Нет",NA,NA,22
"5203","1/2/2019 21:15:40","Java","Так/Да","Java","","JavaScript, Groovy","Java","Java","Так / Да","Kotlin","Книги та документацію // Книги и документацию",4,4,32,"Так /  Да","Так  / Да","4","4",32
"5204","1/2/2019 21:16:29","C","Так/Да","Java","","JavaScript","Java","Java","Ні / Нет","none","",0.5,0.5,19,"Так /  Да","Так  / Да",NA,NA,19
"5205","1/2/2019 21:17:14","none","Так/Да","PL-SQL","","PL-SQL, T-SQL","Ruby","","Так / Да","Java","Онлайн-курси // Онлайн-курсы",1,1,29,"Так /  Да","Ні / Нет","1","1",29
"5206","1/2/2019 21:17:49","JavaScript","Так/Да","JavaScript","","JavaScript, Go","Go","JavaScript, Go","Так / Да","Go","Онлайн-курси // Онлайн-курсы",2,2,27,"Так /  Да","Ні / Нет","2","2",27
"5207","1/2/2019 21:18:42","ASM","Так/Да","C++","","JavaScript, C#, Python, AngelScript","C++","JavaScript, C++","Ні / Нет","none","Книги та документацію // Книги и документацию",8,8,35,"Так /  Да","Ні / Нет","8","8",35
"5208","1/2/2019 21:18:54","Pascal/Delphi","Так/Да","JavaScript","","C#, TypeScript, T-SQL","TypeScript","Python, TypeScript","Ні / Нет","none","Книги та документацію // Книги и документацию",3,3,27,"Так /  Да","Так  / Да","3","3",27
"5209","1/2/2019 21:19:09","C++","Так/Да","Python","","C#, C++, C","Python","Python, C++","Так / Да","Go","Онлайн-курси // Онлайн-курсы",3,2,21,"Так /  Да","Ні / Нет","3","2",21
"5210","1/2/2019 21:19:13","Java","Так/Да","Ruby","","JavaScript","Kotlin","Ruby","Ні / Нет","none","Книги та документацію // Книги и документацию",0.5,0.5,25,"Так /  Да","Ні / Нет",NA,NA,25
"5211","1/2/2019 21:19:30","PHP","Так/Да","PHP","","JavaScript, Python, C","PHP","JavaScript, PHP, Python, C","Ні / Нет","none","Книги та документацію // Книги и документацию",5,7,40,"Так /  Да","Ні / Нет","5","7",40
"5212","1/2/2019 21:19:43","Basic","Так/Да","TypeScript","","","TypeScript","TypeScript","Ні / Нет","none","Онлайн-курси // Онлайн-курсы",3.5,0.5,27,"Так /  Да","Не пам'ятаю /  Не помню",NA,NA,27
"5213","1/2/2019 21:20:25","Basic","Так/Да","PHP","","JavaScript","PHP","JavaScript, PHP","Так / Да","Java","Онлайн-курси // Онлайн-курсы",19,10,41,"Ні / Нет","Ні / Нет",NA,NA,41
"5214","1/2/2019 21:20:28","Pascal/Delphi","Так/Да","C#","","JavaScript, C#, TypeScript, T-SQL","C#","C#, C++","Так / Да","C++","Офлайн-курси // Офлайн-курсы",6,5,25,"Так /  Да","Ні / Нет","6","5",25
"5215","1/2/2019 21:20:29","Pascal/Delphi","Так/Да","C#","","JavaScript, T-SQL","C#","JavaScript, C#, T-SQL","Ні / Нет","TypeScript","Книги та документацію // Книги и документацию",1,1,20,"Так /  Да","Ні / Нет","1","1",20
"5216","1/2/2019 21:21:26","Go","Так/Да","Go","","JavaScript, Shell, TypeScript","Go","Go, TypeScript","Ні / Нет","Rust","Книги та документацію // Книги и документацию",7,2,29,"Ні / Нет","Не пам'ятаю /  Не помню","7","2",29
"5217","1/2/2019 21:21:43","C++","Так/Да","JavaScript","","JavaScript, C#, TypeScript","TypeScript","JavaScript, C#","Так / Да","Go","Книги та документацію // Книги и документацию",1,1,36,"Так /  Да","Ні / Нет","1","1",36
"5219","1/2/2019 21:21:51","C++","Так/Да","Python","","JavaScript","Python","","Так / Да","Go","Книги та документацію // Книги и документацию",2,2,22,"Так /  Да","Так  / Да","2","2",22
"5220","1/2/2019 21:22:31","Pascal/Delphi","Так/Да","JavaScript","","Swift","Python","JavaScript","Так / Да","none","Книги та документацію // Книги и документацию",2,2,22,"Так /  Да","Ні / Нет","2","2",22
"5221","1/2/2019 21:23:14","ASM","Так/Да","C","","C","Scala","C","Ні / Нет","C++","Книги та документацію // Книги и документацию",5,4,33,"Так /  Да","Ні / Нет","5","4",33
"5222","1/2/2019 21:23:48","C++","Так/Да","C++","","Java, Python","C#","","","none","",NA,NA,NA,"","",NA,NA,NA
"5223","1/2/2019 21:24:41","Java","Так/Да","Java","","JavaScript","Java","Java","Так / Да","Python","Онлайн-курси // Онлайн-курсы",13,8,35,"Так /  Да","Так  / Да",NA,"8",35
"5224","1/2/2019 21:24:41","PHP","Так/Да","PHP","","JavaScript","PHP","","Ні / Нет","none","Книги та документацію // Книги и документацию",2,2,28,"Так /  Да","Так  / Да","2","2",28
"5225","1/2/2019 21:25:00","C#","Так/Да","C#","","Python","C#","C#","Ні / Нет","none","Книги та документацію // Книги и документацию",1,1,20,"Так /  Да","Ні / Нет","1","1",20
"5226","1/2/2019 21:25:12","C","Так/Да","Apex","","","ActionScript","JavaScript","","none","Офлайн-курси // Офлайн-курсы",NA,NA,NA,"","Так  / Да",NA,NA,NA
"5227","1/2/2019 21:25:23","Basic","Так/Да","JavaScript","","Java","JavaScript","JavaScript","Так / Да","TypeScript","Книги та документацію // Книги и документацию",9,9,30,"Так /  Да","Так  / Да","9","9",30
"5228","1/2/2019 21:25:27","Pascal/Delphi","Так/Да","PHP","","JavaScript","PHP","JavaScript, PHP","","none","Книги та документацію // Книги и документацию",NA,NA,NA,"Так /  Да","Ні / Нет",NA,NA,NA
"5229","1/2/2019 21:25:32","Pascal/Delphi","Так/Да","Python","","Shell, PL-SQL","Python","Python","Так / Да","Go","Книги та документацію // Книги и документацию",4,4,27,"Так /  Да","Так  / Да","4","4",27
"5230","1/2/2019 21:25:38","JavaScript","Так/Да","PHP","","Go, TypeScript","JavaScript","JavaScript, PHP","Так / Да","TypeScript","Книги та документацію // Книги и документацию",3,4,28,"Так /  Да","Так  / Да","3","4",28
"5231","1/2/2019 21:25:47","C#","Так/Да","C#","","JavaScript","C#","JavaScript, C#","Ні / Нет","none","Онлайн-курси // Онлайн-курсы",NA,3,29,"Так /  Да","Ні / Нет",NA,"3",29
"5232","1/2/2019 21:26:00","C","Так/Да","JavaScript","","Java","TypeScript","JavaScript","Так / Да","TypeScript","Офлайн-курси // Офлайн-курсы",1,1,40,"Так /  Да","Ні / Нет","1","1",40
"5233","1/2/2019 21:26:10","C","Так/Да","Kotlin","","Java","Kotlin","Kotlin","Так / Да","Python","Онлайн-курси // Онлайн-курсы",0.5,0.5,21,"Так /  Да","Ні / Нет",NA,NA,21
