Timestamp,FirstLanguage,MainLanguage,NowLanguage,Main2,AdditionalLanguages1,NextLanguage,PetProjectsLanguages,Learn,LearnLanguage,LearnWay,ExperienceInProgrammingYears,ExperienceInLanguageYears,AgeYears,InUA,InPrev
1/2/2019 17:36:03,JavaScript,Так/Да,JavaScript,,Java,Java,C++,Так / Да,Java,Офлайн-курси // Офлайн-курсы,,,,Так /  Да,Ні / Нет
1/2/2019 17:36:03,Pascal/Delphi,Так/Да,Kotlin,,"Java, Kotlin",Kotlin,"Java, Kotlin",Так / Да,Dart,Книги та документацію // Книги и документацию,6,1,28,Так /  Да,Так  / Да
1/2/2019 17:36:17,Pascal/Delphi,Так/Да,PHP,,"JavaScript, TypeScript",Python,,Так / Да,Python,Онлайн-курси // Онлайн-курсы,4,4,43,Так /  Да,Так  / Да
1/2/2019 17:36:19,Pascal/Delphi,Так/Да,T-SQL,,Basic,T-SQL,,Ні / Нет,C#,Офлайн-курси // Офлайн-курсы,10,10,35,Так /  Да,Так  / Да
1/2/2019 17:36:59,PHP,Так/Да,PHP,,"JavaScript, Unix Shell",PHP,"JavaScript, PHP",,,Книги та документацію // Книги и документацию,1,2,28,Так /  Да,Так  / Да
1/2/2019 17:37:29,Pascal/Delphi,Так/Да,PHP,,"JavaScript, Go",PHP,"JavaScript, PHP",Так / Да,Go,Книги та документацію // Книги и документацию,2,2,21,Так /  Да,Ні / Нет
1/2/2019 17:37:44,Java,Так/Да,Q,,"Java, Python, Rust",Python,"Java, Python, R, Q",Ні / Нет,,Книги та документацію // Книги и документацию,10,3,31,Ні / Нет,Так  / Да
1/2/2019 17:37:52,C,Так/Да,Java,,Python,Go,"Java, Python, Go",Так / Да,Python,Книги та документацію // Книги и документацию,0.5,0.5,23,Так /  Да,Ні / Нет
1/2/2019 17:37:54,Pascal/Delphi,Ні/Нет,,"C#, C++",,C#,C++,Ні / Нет,,Книги та документацію // Книги и документацию,0,0,22,Так /  Да,Ні / Нет
1/2/2019 17:37:55,C++,Так/Да,PL-SQL,,Python,Python,,Так / Да,Swift,Книги та документацію // Книги и документацию,,,,,
1/2/2019 17:37:56,Pascal/Delphi,Так/Да,JavaScript,,PHP,JavaScript,,Так / Да,TypeScript,Книги та документацію // Книги и документацию,11,2,31,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 17:38:05,Java,Так/Да,Java,,JavaScript,Java,,Ні / Нет,,Книги та документацію // Книги и документацию,3,3,27,Так /  Да,Так  / Да
1/2/2019 17:38:23,Pascal/Delphi,Так/Да,Ruby,,"JavaScript, T-SQL",Ruby,Ruby,Ні / Нет,,,15,10,42,Так /  Да,Ні / Нет
1/2/2019 17:38:25,Python,Так/Да,Python,,T-SQL,Python,,Ні / Нет,,Онлайн-курси // Онлайн-курсы,,,,,
1/2/2019 17:38:25,Python,Так/Да,Go,,Go,Go,Go,Ні / Нет,,Офлайн-курси // Офлайн-курсы,2,1,23,Так /  Да,Ні / Нет
1/2/2019 17:38:43,Basic,Так/Да,PHP,,"JavaScript, PL-SQL",Go,,Так / Да,Go,Онлайн-курси // Онлайн-курсы,13,9,,Ні / Нет,Так  / Да
1/2/2019 17:38:50,Java,Так/Да,Python,,Java,Python,,Ні / Нет,,Онлайн-курси // Онлайн-курсы,4,2,31,Так /  Да,Ні / Нет
1/2/2019 17:39:08,JavaScript,Так/Да,JavaScript,,Python,JavaScript,JavaScript,,,Онлайн-курси // Онлайн-курсы,1,2,23,Так /  Да,Ні / Нет
1/2/2019 17:39:23,Pascal/Delphi,Так/Да,C#,,"Java, Go, Objective-C",C#,C#,Так / Да,Kotlin,Книги та документацію // Книги и документацию,5,4,23,Так /  Да,Ні / Нет
1/2/2019 17:39:32,C,Так/Да,C,,C++,Java,C,Так / Да,Python,Книги та документацію // Книги и документацию,,,,,
1/2/2019 17:39:33,C++,Ні/Нет,,"Python, C++",Java,Python,Python,Так / Да,Go,Книги та документацію // Книги и документацию,,1,19,Так /  Да,Ні / Нет
1/2/2019 17:40:28,C,Так/Да,PHP,,JavaScript,PHP,"JavaScript, PHP",Так / Да,JavaScript,Книги та документацію // Книги и документацию,2,2,21,Так /  Да,Ні / Нет
1/2/2019 17:40:29,Basic,Так/Да,JavaScript,,"Java, C#, Python, R",Python,,Так / Да,Python,Книги та документацію // Книги и документацию,3,2,26,Так /  Да,Ні / Нет
1/2/2019 17:40:36,Basic,Так/Да,JavaScript,,"Java, Go, TypeScript",TypeScript,Java,Так / Да,Kotlin,Книги та документацію // Книги и документацию,20,4,44,Так /  Да,Ні / Нет
1/2/2019 17:41:26,Pascal/Delphi,Так/Да,Pascal/Delphi,,Java,Java,Java,Так / Да,Java,Онлайн-курси // Онлайн-курсы,,,,,Ні / Нет
1/2/2019 17:41:29,Python,Так/Да,JavaScript,,"Unix Shell, TypeScript",JavaScript,,Так / Да,PHP,Онлайн-курси // Онлайн-курсы,1,1,25,Так /  Да,Ні / Нет
1/2/2019 17:41:53,C++,Так/Да,C#,,"JavaScript, Python, TypeScript",C#,"JavaScript, C#, Python",Так / Да,Haskell,Книги та документацію // Книги и документацию,1,1,20,Так /  Да,Ні / Нет
1/2/2019 17:42:23,Pascal/Delphi,Так/Да,C#,,"JavaScript, TypeScript, T-SQL",C#,JavaScript,Так / Да,F#,Онлайн-курси // Онлайн-курсы,,,,,Ні / Нет
1/2/2019 17:42:25,C++,Так/Да,C#,,F#,C#,"C#, F#",Так / Да,F#,Книги та документацію // Книги и документацию,1,3,21,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 17:42:36,C,Так/Да,Java,,,Scala,"Java, Scala",Так / Да,Kotlin,Онлайн-курси // Онлайн-курсы,5,5,24,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 17:42:46,Swift,Так/Да,Objective-C,,"JavaScript, Python, Ruby",Swift,Swift,Ні / Нет,JavaScript,Книги та документацію // Книги и документацию,10,4,28,Так /  Да,Так  / Да
1/2/2019 17:42:49,JavaScript,Так/Да,Java,,C#,C++,,,Python,Офлайн-курси // Офлайн-курсы,,,,,Ні / Нет
1/2/2019 17:42:55,JavaScript,Так/Да,JavaScript,,,JavaScript,"Java, JavaScript",Ні / Нет,,Офлайн-курси // Офлайн-курсы,1,1,25,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 17:43:34,Pascal/Delphi,Так/Да,PHP,,,PHP,PHP,Так / Да,Go,Книги та документацію // Книги и документацию,5,3,25,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 17:43:58,Basic,Так/Да,Java,,"JavaScript, Python, TypeScript",Kotlin,,Так / Да,Kotlin,Книги та документацію // Книги и документацию,7,7,26,Так /  Да,Так  / Да
1/2/2019 17:44:15,PHP,Так/Да,PHP,,"Go, TypeScript",PHP,"JavaScript, PHP, Go",Ні / Нет,,Книги та документацію // Книги и документацию,9,9,30,Так /  Да,Так  / Да
1/2/2019 17:44:19,TypeScript,Так/Да,TypeScript,,"JavaScript, TypeScript",C#,,Так / Да,C#,Онлайн-курси // Онлайн-курсы,3,2,31,Так /  Да,Ні / Нет
1/2/2019 17:44:38,C++,Так/Да,Java,,"Kotlin, PL-SQL",Java,,Так / Да,Kotlin,Книги та документацію // Книги и документацию,5,1,34,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 17:44:40,Basic,Так/Да,JavaScript,,"Python, TypeScript",JavaScript,JavaScript,Так / Да,Go,Книги та документацію // Книги и документацию,5,5,43,Так /  Да,Так  / Да
1/2/2019 17:44:58,C++,Так/Да,TypeScript,,JavaScript,TypeScript,Python,Так / Да,Python,Книги та документацію // Книги и документацию,1.5,2,20,Так /  Да,Ні / Нет
1/2/2019 17:45:19,Python,Так/Да,Python,,R,Python,"Python, Ruby",Ні / Нет,,Офлайн-курси // Офлайн-курсы,1,1,25,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 17:45:20,Basic,Так/Да,TypeScript,,"JavaScript, TypeScript",TypeScript,Dart,Так / Да,Dart,Онлайн-курси // Онлайн-курсы,2,,41,Так /  Да,Так  / Да
1/2/2019 17:45:22,PHP,Так/Да,PHP,,"JavaScript, Unix Shell, Go",PHP,"JavaScript, PHP, Go",Ні / Нет,,Офлайн-курси // Офлайн-курсы,4,4,23,Так /  Да,Ні / Нет
1/2/2019 17:45:29,C++,Так/Да,Java,,"JavaScript, Python, C++",Java,"Java, JavaScript, Python",Так / Да,Go,Книги та документацію // Книги и документацию,2,1,19,Так /  Да,Ні / Нет
1/2/2019 17:45:37,Java,Так/Да,Java,,"JavaScript, C#, PHP, Python, C++, Scala",JavaScript,"Java, JavaScript, Python, C++, Swift, Scala",Ні / Нет,Python,Онлайн-курси // Онлайн-курсы,10,5,27,Ні / Нет,Ні / Нет
1/2/2019 17:45:55,Pascal/Delphi,Так/Да,JavaScript,,"Java, Objective-C",JavaScript,JavaScript,Так / Да,Kotlin,Книги та документацію // Книги и документацию,3,2.5,23,Так /  Да,Так  / Да
1/2/2019 17:46:02,Python,Так/Да,Python,,,Python,Python,Ні / Нет,,,4,4,23,Так /  Да,Так  / Да
1/2/2019 17:46:19,Basic,Так/Да,Python,,"JavaScript, PHP, Swift, Scala, 1C, T-SQL",Python,,Так / Да,Swift,Книги та документацію // Книги и документацию,14,9,30,Так /  Да,Ні / Нет
1/2/2019 17:46:33,Pascal/Delphi,Так/Да,C#,,"JavaScript, Java, T-SQL",C#,"Java, JavaScript, C#, T-SQL",Ні / Нет,,Книги та документацію // Книги и документацию,12,9,32,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 17:46:57,Java,Ні/Нет,,"Java, Swift, Objective-C",JavaScript,Java,"Java, Swift, Objective-C",Так / Да,Kotlin,Офлайн-курси // Офлайн-курсы,8,10,28,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 17:46:57,PHP,Так/Да,PHP,,JavaScript,PHP,PHP,Ні / Нет,Go,Книги та документацію // Книги и документацию,3,3,29,Так /  Да,Так  / Да
1/2/2019 17:48:11,Basic,Так/Да,JavaScript,,,JavaScript,,Так / Да,TypeScript,Книги та документацію // Книги и документацию,1.5,0.5,26,Так /  Да,Ні / Нет
1/2/2019 17:49:00,C,Так/Да,Java,,"JavaScript, Unix Shell, Python",Python,"Java, Python, C, R",Ні / Нет,,Книги та документацію // Книги и документацию,8,8,30,Так /  Да,Так  / Да
1/2/2019 17:49:04,Pascal/Delphi,Так/Да,Java,,"JavaScript, Python",Groovy,Java,Ні / Нет,,Онлайн-курси // Онлайн-курсы,2,2,23,Так /  Да,Так  / Да
1/2/2019 17:49:10,С#,Так/Да,JavaScript,,"Unix Shell, Python, TypeScript",TypeScript,"JavaScript, Python, TypeScript",Так / Да,Haskell,Книги та документацію // Книги и документацию,7,7,29,Так /  Да,Так  / Да
1/2/2019 17:49:39,С#,Так/Да,C#,,"JavaScript, Python, TypeScript",C#,"C#, Python, Go, Kotlin",Так / Да,Go,Книги та документацію // Книги и документацию,,,,Так /  Да,Ні / Нет
1/2/2019 17:49:45,C++,Так/Да,Kotlin,,"Java, C++",Kotlin,"Java, C++",Ні / Нет,,Книги та документацію // Книги и документацию,22,6,44,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 17:49:54,Pascal/Delphi,Так/Да,Python,,JavaScript,Ruby,Python,Ні / Нет,Swift,Книги та документацію // Книги и документацию,1,1,20,Так /  Да,Ні / Нет
1/2/2019 17:50:19,Basic,Так/Да,Swift,,"C#, Objective-C",Swift,Swift,Так / Да,Java,Книги та документацію // Книги и документацию,7,3,27,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 17:50:30,Basic,Так/Да,Java,,"JavaScript, Unix Shell, Kotlin, PL-SQL",Kotlin,"Java, Kotlin",Так / Да,Kotlin,Книги та документацію // Книги и документацию,14,12,36,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 17:50:33,C++,Так/Да,C#,,"C++, T-SQL",C#,"C#, T-SQL",Так / Да,F#,Онлайн-курси // Онлайн-курсы,6,4,29,Так /  Да,Так  / Да
1/2/2019 17:50:43,Pascal/Delphi,Так/Да,Java,,"Unix Shell, Java, Groovy",Java,"Java, JavaScript, Python, C, Groovy",Так / Да,Groovy,Онлайн-курси // Онлайн-курсы,5,5,31,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 17:50:43,C++,Так/Да,PHP,,"JavaScript, Unix Shell, Python, T-SQL",PHP,Python,Так / Да,Python,Офлайн-курси // Офлайн-курсы,0.5,0.3,20,Так /  Да,Ні / Нет
1/2/2019 17:50:47,PHP,Так/Да,PHP,,JavaScript,TypeScript,JavaScript,Так / Да,Go,Книги та документацію // Книги и документацию,3.5,3.5,29,Так /  Да,Ні / Нет
1/2/2019 17:50:50,C++,Ні/Нет,,JavaScript,"PHP, C++, T-SQL",C#,"PHP, C++",Так / Да,Java,Онлайн-курси // Онлайн-курсы,4,2,20,Так /  Да,Ні / Нет
1/2/2019 17:50:55,Basic,Так/Да,PHP,,Python,JavaScript,PHP,Так / Да,JavaScript,Онлайн-курси // Онлайн-курсы,,2,26,Так /  Да,Ні / Нет
1/2/2019 17:51:12,Pascal/Delphi,Так/Да,TypeScript,,"JavaScript, TypeScript",TypeScript,"JavaScript, TypeScript",Ні / Нет,,Книги та документацію // Книги и документацию,12,3,28,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 17:51:23,C++,Так/Да,C++,,"JavaScript, Java, C#, C++",C#,"C#, PHP, C++",Так / Да,Python,Офлайн-курси // Офлайн-курсы,1,1,23,Так /  Да,Так  / Да
1/2/2019 17:51:38,Pascal/Delphi,Так/Да,Ruby,,"Unix Shell, T-SQL",Ruby,,Ні / Нет,,Онлайн-курси // Онлайн-курсы,12,5,33,Так /  Да,Ні / Нет
1/2/2019 17:51:42,Pascal/Delphi,Так/Да,PHP,,JavaScript,Python,,Так / Да,Python,,,12,32,Так /  Да,Ні / Нет
1/2/2019 17:51:45,Pascal/Delphi,Так/Да,C++,,Unix Shell,C++,,Так / Да,C,Книги та документацію // Книги и документацию,1,1,21,Так /  Да,Ні / Нет
1/2/2019 17:51:49,Pascal/Delphi,Так/Да,R,,Python,Python,"Python, R",Так / Да,Java,Книги та документацію // Книги и документацию,5,2,34,Так /  Да,Ні / Нет
1/2/2019 17:52:25,JavaScript,Так/Да,JavaScript,,JavaScript,JavaScript,,Так / Да,Java,Офлайн-курси // Офлайн-курсы,,,,Так /  Да,Ні / Нет
1/2/2019 17:52:34,Pascal/Delphi,Ні/Нет,,JavaScript,"C#, PHP",JavaScript,"JavaScript, C#, PHP",Так / Да,C++,Книги та документацію // Книги и документацию,6,5,29,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 17:52:39,Basic,Так/Да,PHP,,JavaScript,PHP,"JavaScript, PHP, Go",Так / Да,Go,Книги та документацію // Книги и документацию,5,5,40,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 17:53:33,ASM,Так/Да,Java,,"C++, Pascal/Delphi",Java,,Так / Да,JavaScript,Онлайн-курси // Онлайн-курсы,0,0,26,Так /  Да,Ні / Нет
1/2/2019 17:53:34,Basic,Так/Да,JavaScript,,"Unix Shell, TypeScript",JavaScript,"JavaScript, TypeScript",Так / Да,Clojure,Онлайн-курси // Онлайн-курсы,17,6,35,Так /  Да,Ні / Нет
1/2/2019 17:54:01,PHP,Так/Да,PHP,,JavaScript,PHP,"JavaScript, PHP",Ні / Нет,,Онлайн-курси // Онлайн-курсы,8,5,30,Так /  Да,Ні / Нет
1/2/2019 17:54:31,PHP,Так/Да,PHP,,JavaScript,PHP,PHP,Так / Да,JavaScript,Книги та документацію // Книги и документацию,6,6,42,Так /  Да,Ні / Нет
1/2/2019 17:54:51,C++,Так/Да,C#,,,C#,,Ні / Нет,,Онлайн-курси // Онлайн-курсы,3,1,23,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 17:55:11,Python,Так/Да,Python,,Unix Shell,C++,,Так / Да,C++,Книги та документацію // Книги и документацию,1,1,15,Так /  Да,Ні / Нет
1/2/2019 17:55:26,PHP,Так/Да,PHP,,"JavaScript, Python",Python,Go,Так / Да,Go,Онлайн-курси // Онлайн-курсы,4,4,22,Так /  Да,Ні / Нет
1/2/2019 17:55:38,C++,Так/Да,JavaScript,,,JavaScript,JavaScript,Так / Да,Julia,Онлайн-курси // Онлайн-курсы,2,1,21,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 17:56:13,Pascal/Delphi,Так/Да,JavaScript,,,JavaScript,JavaScript,Ні / Нет,,Книги та документацію // Книги и документацию,1,1,19,Так /  Да,Ні / Нет
1/2/2019 17:56:39,C,Так/Да,C++,,"C#, C",C#,Java,Так / Да,Python,Книги та документацію // Книги и документацию,0.5,1,18,Так /  Да,Ні / Нет
1/2/2019 17:56:49,Python,Ні/Нет,,"JavaScript, Python",,Python,JavaScript,Ні / Нет,,Книги та документацію // Книги и документацию,,,,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 17:57:04,Pascal/Delphi,Так/Да,PHP,,JavaScript,Java,"JavaScript, PHP",Ні / Нет,,Онлайн-курси // Онлайн-курсы,4,4,27,Так /  Да,Ні / Нет
1/2/2019 17:57:04,С#,Так/Да,C#,,"Python, T-SQL",C#,Python,Ні / Нет,,Книги та документацію // Книги и документацию,1,1,32,Так /  Да,Ні / Нет
1/2/2019 17:57:10,JavaScript,Так/Да,PHP,,"JavaScript, TypeScript",Python,"JavaScript, PHP",Так / Да,C++,Офлайн-курси // Офлайн-курсы,3,2,27,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 17:57:48,Java,Так/Да,Java,,"JavaScript, C++, C",Java,"Java, C++, C, Kotlin",Так / Да,JavaScript,Книги та документацію // Книги и документацию,1,1,20,Так /  Да,Так  / Да
1/2/2019 17:57:49,Pascal/Delphi,Так/Да,JavaScript,,Java,JavaScript,,Так / Да,Java,Онлайн-курси // Онлайн-курсы,,,,,
1/2/2019 17:57:54,Pascal/Delphi,Так/Да,PHP,,"JavaScript, Go",C#,C#,Так / Да,Scala,Книги та документацію // Книги и документацию,10,8,31,Так /  Да,Ні / Нет
1/2/2019 17:58:28,Pascal/Delphi,Так/Да,C#,,"C++, PL-SQL",C#,,Ні / Нет,,Книги та документацію // Книги и документацию,13,10,34,Так /  Да,Так  / Да
1/2/2019 17:58:52,Pascal/Delphi,Так/Да,C#,,"C++, C",C#,"C#, C++",Так / Да,Python,Онлайн-курси // Онлайн-курсы,0,0,19,Так /  Да,Ні / Нет
1/2/2019 17:59:04,Pascal/Delphi,Так/Да,Java,,,Java,,Так / Да,JavaScript,Онлайн-курси // Онлайн-курсы,2,0.5,31,Так /  Да,Ні / Нет
1/2/2019 18:00:11,Pascal/Delphi,Так/Да,Python,,"Unix Shell, Python, Groovy",Python,Python,Так / Да,Go,Книги та документацію // Книги и документацию,10,10,35,Так /  Да,Так  / Да
1/2/2019 18:00:12,C,Так/Да,PHP,,"JavaScript, Go, TypeScript",Go,"JavaScript, Go",Так / Да,Dart,Книги та документацію // Книги и документацию,5,5,24,Так /  Да,Так  / Да
1/2/2019 18:00:46,Pascal/Delphi,Так/Да,Kotlin,,Java,Kotlin,Kotlin,Так / Да,Dart,Книги та документацію // Книги и документацию,3,1,22,Так /  Да,Ні / Нет
1/2/2019 18:00:47,Pascal/Delphi,Так/Да,JavaScript,,"JavaScript, PHP, TypeScript, PL-SQL, T-SQL",JavaScript,JavaScript,Так / Да,Java,Книги та документацію // Книги и документацию,3,3,24,Так /  Да,Ні / Нет
1/2/2019 18:00:58,Pascal/Delphi,Так/Да,C++,,"Java, Python",Python,"JavaScript, Python",Так / Да,Go,Книги та документацію // Книги и документацию,8,7,29,Ні / Нет,Так  / Да
1/2/2019 18:01:02,JavaScript,Так/Да,Java,,"JavaScript, C",JavaScript,"Java, JavaScript, C#, Python, C++, R",Так / Да,Haskell,Онлайн-курси // Онлайн-курсы,1,3,20,Так /  Да,Ні / Нет
1/2/2019 18:01:45,С#,Так/Да,Java,,"JavaScript, Kotlin",Java,Java,Так / Да,Python,Книги та документацію // Книги и документацию,1.5,1,23,Так /  Да,Ні / Нет
1/2/2019 18:01:53,C++,Так/Да,Java,,"JavaScript, PL-SQL, Apex",Java,Java,Так / Да,Python,Онлайн-курси // Онлайн-курсы,1,1,30,Так /  Да,Ні / Нет
1/2/2019 18:01:55,Pascal/Delphi,Так/Да,Python,,"JavaScript, PHP, Python, Pascal/Delphi",JavaScript,"JavaScript, PHP, Python, Pascal/Delphi",,Ruby,Книги та документацію // Книги и документацию,12,2,44,Так /  Да,Ні / Нет
1/2/2019 18:02:03,Basic,Так/Да,Java,,JavaScript,Java,,Так / Да,Scala,Книги та документацію // Книги и документацию,2,3,27,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 18:02:28,Java,Ні/Нет,,"Java, JavaScript, Ruby",,Ruby,,Так / Да,Go,Книги та документацію // Книги и документацию,2,1,27,Так /  Да,Ні / Нет
1/2/2019 18:02:35,Java,Так/Да,Java,,,Java,"Java, JavaScript",Так / Да,Kotlin,Книги та документацію // Книги и документацию,1,1,22,Так /  Да,Ні / Нет
1/2/2019 18:02:41,Python,Так/Да,Python,,Python,Python,Python,Так / Да,Swift,Онлайн-курси // Онлайн-курсы,1,1,26,Так /  Да,Ні / Нет
1/2/2019 18:02:42,Java,Так/Да,Java,,,Java,"Java, JavaScript",Так / Да,Kotlin,Книги та документацію // Книги и документацию,1,1,22,Так /  Да,Ні / Нет
1/2/2019 18:02:52,Pascal/Delphi,Так/Да,Java,,"JavaScript, Kotlin",Kotlin,Kotlin,Ні / Нет,,Книги та документацію // Книги и документацию,4,5,24,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 18:03:17,Basic,Так/Да,Vba,,Pascal/Delphi,Java,Pascal/Delphi,Так / Да,Java,Онлайн-курси // Онлайн-курсы,10,10,43,Так /  Да,Ні / Нет
1/2/2019 18:03:36,Pascal/Delphi,Так/Да,C++,,"Java, C#, Python, Objective-C",C++,"C#, C++",Так / Да,Python,Книги та документацію // Книги и документацию,7,4,27,Так /  Да,Ні / Нет
1/2/2019 18:03:55,Pascal/Delphi,Так/Да,PHP,,JavaScript,JavaScript,,Ні / Нет,,Книги та документацію // Книги и документацию,10,5,35,Так /  Да,Так  / Да
1/2/2019 18:04:41,Basic,Так/Да,Progress ABL,,JavaScript,C++,Python,Так / Да,Python,Онлайн-курси // Онлайн-курсы,7,7,46,Так /  Да,Ні / Нет
1/2/2019 18:04:48,Ruby,Так/Да,Ruby,,JavaScript,Ruby,Ruby,Так / Да,Crystal,Книги та документацію // Книги и документацию,3,3,30,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 18:04:57,C++,Так/Да,Python,,JavaScript,Python,"Python, A",Так / Да,A,Книги та документацію // Книги и документацию,5,2,21,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 18:05:14,Basic,Так/Да,Pascal/Delphi,,"Python, C++",C++,Pascal/Delphi,Так / Да,Python,Онлайн-курси // Онлайн-курсы,3,15,36,Так /  Да,Ні / Нет
1/2/2019 18:06:28,Pascal/Delphi,Так/Да,Java,,T-SQL,JavaScript,,Ні / Нет,,Книги та документацію // Книги и документацию,7,1,29,Так /  Да,Так  / Да
1/2/2019 18:06:36,Python,Так/Да,Python,,JavaScript,Python,Python,Так / Да,JavaScript,Книги та документацію // Книги и документацию,,,,Так /  Да,Ні / Нет
1/2/2019 18:06:46,JavaScript,Так/Да,JavaScript,,JavaScript,JavaScript,JavaScript,Так / Да,PHP,Онлайн-курси // Онлайн-курсы,,,,,
1/2/2019 18:06:57,C,Так/Да,Python,,,Python,,Так / Да,Scala,Книги та документацію // Книги и документацию,3,1,24,Так /  Да,Ні / Нет
1/2/2019 18:07:27,C,Так/Да,Python,,C++,JavaScript,"Python, C++",Ні / Нет,,Офлайн-курси // Офлайн-курсы,,,,,
1/2/2019 18:07:36,Python,Так/Да,Python,,,Python,Python,,,Онлайн-курси // Онлайн-курсы,1,1,24,Так /  Да,Ні / Нет
1/2/2019 18:07:56,AS3,Так/Да,Java,,JavaScript,Java,"Java, JavaScript",Так / Да,JavaScript,Онлайн-курси // Онлайн-курсы,2,2,34,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 18:08:01,Pascal/Delphi,Так/Да,Java,,Kotlin,Java,"Java, JavaScript, PHP",Так / Да,Scala,Онлайн-курси // Онлайн-курсы,6,2,34,Так /  Да,Ні / Нет
1/2/2019 18:08:06,C++,Ні/Нет,,"JavaScript, C#",,Python,,,,Онлайн-курси // Онлайн-курсы,,,,Так /  Да,
1/2/2019 18:08:14,Basic,Так/Да,JavaScript,,PHP,JavaScript,JavaScript,Так / Да,Python,Онлайн-курси // Онлайн-курсы,,2,,Так /  Да,Ні / Нет
1/2/2019 18:08:31,PHP,Так/Да,JavaScript,,"Unix Shell, C#, PHP, TypeScript",JavaScript,JavaScript,Ні / Нет,,Книги та документацію // Книги и документацию,5,5,26,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 18:08:49,Basic,Так/Да,Scala,,Unix Shell,Scala,,Так / Да,Haskell,Книги та документацію // Книги и документацию,16,5,38,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 18:09:15,C++,Так/Да,Ruby,,JavaScript,JavaScript,"JavaScript, Ruby",Так / Да,Dart,Книги та документацію // Книги и документацию,,,,Так /  Да,Ні / Нет
1/2/2019 18:09:35,Pascal/Delphi,Так/Да,Kotlin,,Java,Dart,"Java, C#, Python, Kotlin",Так / Да,Dart,Онлайн-курси // Онлайн-курсы,1.5,0.5,21,Так /  Да,Ні / Нет
1/2/2019 18:09:42,Basic,Так/Да,C++,,Python,C++,"JavaScript, Python, C++",Так / Да,C#,Книги та документацію // Книги и документацию,4,6,23,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 18:10:05,JavaScript,Так/Да,JavaScript,,JavaScript,JavaScript,JavaScript,Так / Да,PHP,Онлайн-курси // Онлайн-курсы,1,1,20,Так /  Да,Ні / Нет
1/2/2019 18:10:07,Pascal/Delphi,Так/Да,Go,,"JavaScript, Unix Shell, PHP, Python, TypeScript",TypeScript,Clojure,Так / Да,Clojure,Онлайн-курси // Онлайн-курсы,8,3,33,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 18:10:22,PHP,Так/Да,PHP,,"Python, Scala",Scala,"PHP, Python, Scala",Так / Да,Go,Книги та документацію // Книги и документацию,10,10,36,Так /  Да,Так  / Да
1/2/2019 18:10:32,Pascal/Delphi,Так/Да,C#,,"JavaScript, Java, C++, TypeScript, T-SQL",C#,"Java, C#",Ні / Нет,,Книги та документацію // Книги и документацию,3,2,25,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 18:10:33,C++,Так/Да,JavaScript,,JavaScript,JavaScript,JavaScript,Так / Да,C#,Онлайн-курси // Онлайн-курсы,1,1,22,Так /  Да,Ні / Нет
1/2/2019 18:11:05,ASM,Так/Да,Kotlin,,"Unix Shell, Java, Scala, PL-SQL, T-SQL",Kotlin,,Ні / Нет,,Книги та документацію // Книги и документацию,10,1,34,Ні / Нет,Ні / Нет
1/2/2019 18:11:32,JavaScript,Так/Да,JavaScript,,PHP,JavaScript,JavaScript,Ні / Нет,,Книги та документацію // Книги и документацию,2,2,27,Так /  Да,Ні / Нет
1/2/2019 18:11:53,ASM,Так/Да,Java,,"JavaScript, Python",Java,,Ні / Нет,,Книги та документацію // Книги и документацию,25,10,44,Так /  Да,Ні / Нет
1/2/2019 18:11:54,Basic,Так/Да,Clojure,,"Python, ClojureScript",Clojure,,Так / Да,Haskell,Книги та документацію // Книги и документацию,7,3,30,Так /  Да,Так  / Да
1/2/2019 18:11:55,Java,Так/Да,Java,,JavaScript,Java,,Ні / Нет,,Книги та документацію // Книги и документацию,,,,,
